"StartofWindow" "EndofWindow" "coverage" "CHR"
"219" 25499030 25687901 2 1
"220" 25687901 25895599 4 1
"221" 25895599 26106769 5 1
"222" 26106769 26118299 4 1
"223" 26118299 26218084 5 1
"224" 26218084 26690481 4 1
"225" 26690481 26699157 5 1
"226" 26699157 26710499 4 1
"227" 26710499 26715232 5 1
"228" 26715232 26719115 4 1
"229" 26719115 26903570 5 1
"230" 26903570 27052080 4 1
"231" 27052080 27537101 3 1
"232" 27537101 27836014 2 1
"233" 27836014 28056342 1 1
"234" 28056342 28209305 7 1
"235" 28209305 28212975 9 1
"236" 28212975 28261902 11 1
"237" 28261902 28274984 10 1
"238" 28274984 28277669 12 1
"239" 28277669 28292739 14 1
"240" 28292739 28298951 16 1
"241" 28298951 28431100 18 1
"242" 28431100 28432399 20 1
"243" 28432399 28461661 22 1
"244" 28461661 28535233 26 1
"245" 28535233 28589578 33 1
"246" 28589578 28636693 34 1
"247" 28636693 28649402 37 1
"248" 28649402 28650377 39 1
"249" 28650377 29092777 42 1
"250" 29092777 29162568 41 1
"251" 29162568 29169559 39 1
"252" 29169559 29174946 37 1
"253" 29174946 29181525 36 1
"254" 29181525 29200219 31 1
"255" 29200219 29223377 28 1
"256" 29223377 29475341 26 1
"257" 29475341 29569212 25 1
"258" 29569212 29584271 20 1
"259" 29584271 29630455 15 1
"260" 29630455 29631050 14 1
"261" 29631050 29631909 9 1
"262" 29631909 29678592 7 1
"263" 29678592 29678774 6 1
"264" 29678774 29707412 3 1
"265" 29707412 29718655 2 1
"266" 29718655 29722553 1 1
"267" 29722553 29751247 2 1
"268" 29751247 30374868 1 1
"269" 30374868 30405460 2 1
"270" 30405460 30980786 4 1
"271" 30980786 31222316 2 1
"272" 31222316 31264978 1 1
"273" 31264978 31286796 2 1
"274" 31286796 31297519 3 1
"275" 31297519 31320651 4 1
"276" 31320651 31330844 6 1
"277" 31330844 31335379 7 1
"278" 31335379 31336439 8 1
"279" 31336439 31344952 9 1
"280" 31344952 31350566 11 1
"281" 31350566 31351513 12 1
"282" 31351513 31362224 13 1
"283" 31362224 31377743 12 1
"284" 31377743 31387330 27 1
"285" 31387330 31402148 28 1
"286" 31402148 31403711 30 1
"287" 31403711 31424889 32 1
"288" 31424889 31426815 35 1
"289" 31426815 31461438 37 1
"290" 31461438 31504963 38 1
"291" 31504963 31902418 40 1
"292" 31902418 31909124 38 1
"293" 31909124 31934343 36 1
"294" 31934343 31987662 34 1
"295" 31987662 31990783 31 1
"296" 31990783 32007672 29 1
"297" 32007672 32012957 26 1
"298" 32012957 32015974 23 1
"299" 32015974 32022031 24 1
"300" 32022031 32038716 17 1
"301" 32038716 32038787 16 1
"302" 32038787 32047632 15 1
"303" 32047632 32054094 14 1
"304" 32054094 32062066 16 1
"305" 32062066 32092735 15 1
"306" 32092735 32135773 14 1
"307" 32135773 32139635 13 1
"308" 32139635 32142354 12 1
"309" 32142354 32146764 11 1
"310" 32146764 32156940 9 1
"311" 32156940 32165059 8 1
"312" 32165059 32290078 7 1
"313" 32290078 32689857 6 1
"314" 32689857 32711360 7 1
"315" 32711360 32756439 6 1
"316" 32756439 32975903 5 1
"317" 32975903 33068754 6 1
"318" 33068754 33170413 4 1
"319" 33170413 33472942 2 1
"320" 33472942 33867447 3 1
"321" 33867447 33987778 2 1
"322" 33987778 34019467 1 1
"323" 34019467 34150551 0 1
"324" 34150551 34396256 2 1
"325" 34396256 34477893 3 1
"326" 34477893 34790866 5 1
"327" 34790866 34797348 6 1
"328" 34797348 35378934 9 1
"329" 35378934 35968899 2 1
"330" 35968899 36585077 0 1
"331" 36585077 37326083 3 1
"332" 37326083 37430810 2 1
"333" 37430810 37606291 1 1
"334" 37606291 37782874 0 1
"335" 37782874 37824508 1 1
"336" 37824508 37892154 3 1
"337" 37892154 37892624 4 1
"338" 37892624 37902331 5 1
"339" 37902331 38028374 7 1
"340" 38028374 38144268 8 1
"341" 38144268 38345896 9 1
"342" 38345896 38453576 10 1
"343" 38453576 38465315 9 1
"344" 38465315 38469500 8 1
"345" 38469500 38507495 9 1
"346" 38507495 38529500 7 1
"347" 38529500 38667704 6 1
"348" 38667704 38904931 4 1
"349" 38904931 38917810 3 1
"350" 38917810 38936977 2 1
"351" 38936977 39134880 4 1
"352" 39134880 39213604 7 1
"353" 39213604 39279324 8 1
"354" 39279324 39354602 7 1
"355" 39354602 40139553 10 1
"356" 40139553 40183922 7 1
"357" 40183922 40219280 8 1
"358" 40219280 40242315 7 1
"359" 40242315 40289812 4 1
"360" 40289812 40290597 6 1
"361" 40290597 40393195 4 1
"362" 40393195 41021976 6 1
"363" 41021976 41106774 5 1
"364" 41106774 41272533 4 1
"365" 41272533 41351613 2 1
"366" 41351613 41390175 0 1
"367" 41390175 41442786 1 1
"368" 41442786 41821779 2 1
"369" 41821779 41941726 3 1
"370" 41941726 41984658 5 1
"371" 41984658 42120011 7 1
"372" 42120011 42122117 8 1
"373" 42122117 42236004 10 1
"374" 42236004 42239717 11 1
"375" 42239717 42271163 12 1
"376" 42271163 42274690 14 1
"377" 42274690 42327814 15 1
"378" 42327814 42354233 17 1
"379" 42354233 42361102 18 1
"380" 42361102 42366988 17 1
"381" 42366988 42551252 16 1
"382" 42551252 42570803 17 1
"383" 42570803 42577444 17 1
"384" 42577444 42620154 16 1
"385" 42620154 42768969 15 1
"386" 42768969 42835396 14 1
"387" 42835396 42856160 13 1
"388" 42856160 42880516 11 1
"389" 42880516 43169007 10 1
"390" 43169007 43357803 9 1
"391" 43357803 43368150 7 1
"392" 43368150 43374498 6 1
"393" 43374498 43398085 5 1
"394" 43398085 43399686 3 1
"395" 43399686 43400352 4 1
"396" 43400352 43411831 3 1
"397" 43411831 43412259 4 1
"398" 43412259 43458250 3 1
"399" 43458250 43471182 5 1
"400" 43471182 43610910 6 1
"401" 43610910 43611230 8 1
"402" 43611230 43649508 9 1
"403" 43649508 43664218 10 1
"404" 43664218 43693532 10 1
"405" 43693532 43697968 11 1
"406" 43697968 43707556 13 1
"407" 43707556 43741713 14 1
"408" 43741713 43746448 15 1
"409" 43746448 43748051 16 1
"410" 43748051 43749755 20 1
"411" 43749755 43751977 21 1
"412" 43751977 43763086 26 1
"413" 43763086 43764084 28 1
"414" 43764084 43779564 33 1
"415" 43779564 43826312 35 1
"416" 43826312 43938801 36 1
"417" 43938801 43960479 37 1
"418" 43960479 44009033 38 1
"419" 44009033 44051834 37 1
"420" 44051834 44202991 38 1
"421" 44202991 44261195 37 1
"422" 44261195 44278722 36 1
"423" 44278722 44319373 34 1
"424" 44319373 44345292 34 1
"425" 44345292 44440146 32 1
"426" 44440146 44442521 30 1
"427" 44442521 44446651 24 1
"428" 44446651 44493795 22 1
"429" 44493795 44499242 19 1
"430" 44499242 44511409 18 1
"431" 44511409 44515696 17 1
"432" 44515696 44517409 16 1
"433" 44517409 44522274 15 1
"434" 44522274 44532939 13 1
"435" 44532939 44541996 12 1
"436" 44541996 44554457 11 1
"437" 44554457 44559401 9 1
"438" 44559401 44776360 8 1
"439" 44776360 44793760 6 1
"440" 44793760 44855891 4 1
"441" 44855891 44878549 3 1
"442" 44878549 44885123 2 1
"443" 44885123 44929865 3 1
"444" 44929865 44965723 2 1
"445" 44965723 45003255 2 1
"446" 45003255 45063606 3 1
"447" 45063606 45101478 5 1
"448" 45101478 45123135 6 1
"449" 45123135 45125356 7 1
"450" 45125356 45133561 8 1
"451" 45133561 45170012 11 1
"452" 45170012 45237119 16 1
"453" 45237119 45259295 24 1
"454" 45259295 45275551 25 1
"455" 45275551 45293518 26 1
"456" 45293518 45358527 27 1
"457" 45358527 45417184 28 1
"458" 45417184 45466927 29 1
"459" 45466927 45511301 35 1
"460" 45511301 45710771 39 1
"461" 45710771 45716285 47 1
"462" 45716285 45791154 52 1
"463" 45791154 45804050 70 1
"464" 45804050 45810091 76 1
"465" 45810091 45872662 80 1
"466" 45872662 45890155 81 1
"467" 45890155 45927848 83 1
"468" 45927848 46020795 84 1
"469" 46020795 46024701 86 1
"470" 46024701 46039612 88 1
"471" 46039612 46094027 87 1
"472" 46094027 46196813 86 1
"473" 46196813 46216575 87 1
"474" 46216575 46521517 84 1
"475" 46521517 46568836 83 1
"476" 46568836 46598273 77 1
"477" 46598273 46600917 74 1
"478" 46600917 46609736 62 1
"479" 46609736 46633874 59 1
"480" 46633874 46635209 50 1
"481" 46635209 46659104 42 1
"482" 46659104 46691621 33 1
"483" 46691621 46721155 32 1
"484" 46721155 46805222 27 1
"485" 46805222 46830430 26 1
"486" 46830430 46843216 25 1
"487" 46843216 46865671 23 1
"488" 46865671 46875067 19 1
"489" 46875067 46895641 20 1
"490" 46895641 46897698 19 1
"491" 46897698 46902461 18 1
"492" 46902461 46927103 15 1
"493" 46927103 46928349 14 1
"494" 46928349 46954587 12 1
"495" 46954587 46967890 19 1
"496" 46967890 47000566 18 1
"497" 47000566 47012144 21 1
"498" 47012144 47013180 22 1
"499" 47013180 47031340 26 1
"500" 47031340 47109089 26 1
"501" 47109089 47174149 27 1
"502" 47174149 47184196 26 1
"503" 47184196 47188150 27 1
"504" 47188150 47213386 30 1
"505" 47213386 47219823 34 1
"506" 47219823 47264133 35 1
"507" 47264133 47265776 34 1
"508" 47265776 47276728 36 1
"509" 47276728 47281780 40 1
"510" 47281780 47326226 41 1
"511" 47326226 47441156 43 1
"512" 47441156 47485891 44 1
"513" 47485891 47594904 46 1
"514" 47594904 47609489 45 1
"515" 47609489 47645995 37 1
"516" 47645995 47694167 33 1
"517" 47694167 47842777 32 1
"518" 47842777 47924275 31 1
"519" 47924275 47936696 26 1
"520" 47936696 47943032 20 1
"521" 47943032 47948764 19 1
"522" 47948764 47961691 18 1
"523" 47961691 47993332 16 1
"524" 47993332 48015566 10 1
"525" 48015566 48017067 9 1
"526" 48017067 48030249 7 1
"527" 48030249 48046320 4 1
"528" 48046320 48071156 3 1
"529" 48071156 48091748 2 1
"530" 48091748 48335067 1 1
"531" 48335067 48380390 2 1
"532" 48380390 48509053 3 1
"533" 48509053 48520777 4 1
"534" 48520777 48539143 3 1
"535" 48539143 48820294 4 1
"536" 48820294 48974933 6 1
"537" 48974933 48993335 5 1
"538" 48993335 49006567 4 1
"539" 49006567 49040384 5 1
"540" 49040384 49051568 6 1
"541" 49051568 49056695 8 1
"542" 49056695 49076656 8 1
"543" 49076656 49089197 10 1
"544" 49089197 49102056 12 1
"545" 49102056 49145514 13 1
"546" 49145514 49165860 14 1
"547" 49165860 49196334 17 1
"548" 49196334 49197568 19 1
"549" 49197568 49200525 20 1
"550" 49200525 49204929 20 1
"551" 49204929 49206305 25 1
"552" 49206305 49216371 26 1
"553" 49216371 49219384 31 1
"554" 49219384 49461406 36 1
"555" 49461406 49957136 38 1
"556" 49957136 50582172 36 1
"557" 50582172 50588665 34 1
"558" 50588665 50598368 29 1
"559" 50598368 50638034 28 1
"560" 50638034 50649699 19 1
"561" 50649699 50765982 9 1
"562" 50765982 50815397 5 1
"563" 50815397 50937848 2 1
"564" 50937848 52016713 0 1
"565" 52016713 52396943 4 1
"566" 52396943 52818188 5 1
"567" 52818188 53114318 6 1
"568" 53114318 53125600 7 1
"569" 53125600 53153432 9 1
"570" 53153432 53161620 11 1
"571" 53161620 53513437 12 1
"572" 53513437 53535478 16 1
"573" 53535478 53544439 15 1
"574" 53544439 53567546 14 1
"575" 53567546 53646557 12 1
"576" 53646557 53675049 11 1
"577" 53675049 53748286 10 1
"578" 53748286 53757154 9 1
"579" 53757154 53766972 8 1
"580" 53766972 53774534 9 1
"581" 53774534 53842099 8 1
"582" 53842099 53883126 9 1
"583" 53883126 53924150 10 1
"584" 53924150 53927649 11 1
"585" 53927649 54003748 10 1
"586" 54003748 54005060 12 1
"587" 54005060 54029642 13 1
"588" 54029642 54042714 12 1
"589" 54042714 54196929 10 1
"590" 54196929 54601281 12 1
"591" 54601281 54655895 10 1
"592" 54655895 54662346 9 1
"593" 54662346 54730036 8 1
"594" 54730036 54741767 7 1
"595" 54741767 54760066 6 1
"596" 54760066 54787049 5 1
"597" 54787049 54883003 3 1
"598" 54883003 55387637 1 1
"599" 55387637 55480211 2 1
"600" 55480211 55517344 3 1
"601" 55517344 55518467 2 1
"602" 55518467 55608005 3 1
"603" 55608005 55725176 4 1
"604" 55725176 55737455 7 1
"605" 55737455 55743297 8 1
"606" 55743297 55828641 10 1
"607" 55828641 55884720 11 1
"608" 55884720 55907494 12 1
"609" 55907494 55992755 13 1
"610" 55992755 55995298 14 1
"611" 55995298 55998435 16 1
"612" 55998435 56013803 18 1
"613" 56013803 56059223 19 1
"614" 56059223 56120519 18 1
"615" 56120519 56133634 18 1
"616" 56133634 56143209 19 1
"617" 56143209 56186258 18 1
"618" 56186258 56219293 17 1
"619" 56219293 56268037 18 1
"620" 56268037 56269821 17 1
"621" 56269821 56325957 19 1
"622" 56325957 56326293 20 1
"623" 56326293 56420527 22 1
"624" 56420527 56591630 21 1
"625" 56591630 56731680 19 1
"626" 56731680 56760616 18 1
"627" 56760616 56799912 17 1
"628" 56799912 56836116 12 1
"629" 56836116 56849539 10 1
"630" 56849539 56856989 9 1
"631" 56856989 56870834 7 1
"632" 56870834 56872357 6 1
"633" 56872357 57017739 2 1
"634" 57017739 57211976 1 1
"635" 57211976 57278215 2 1
"636" 57278215 57433095 1 1
"637" 57433095 57507014 2 1
"638" 57507014 57540909 3 1
"639" 57540909 57779221 4 1
"640" 57779221 57933076 6 1
"641" 57933076 58058589 7 1
"642" 58058589 58086486 6 1
"643" 58086486 58096379 6 1
"644" 58096379 58181165 8 1
"645" 58181165 58202297 7 1
"646" 58202297 58432755 8 1
"647" 58432755 58523346 6 1
"648" 58523346 58687680 7 1
"649" 58687680 58768957 5 1
"650" 58768957 58773286 6 1
"651" 58773286 58802060 5 1
"652" 58802060 59057933 4 1
"653" 59057933 59342968 3 1
"654" 59342968 59364918 2 1
"655" 59364918 59593315 4 1
"656" 59593315 59619571 3 1
"657" 59619571 59992986 2 1
"658" 59992986 60226496 3 1
"659" 60226496 60373775 4 1
"660" 60373775 60413925 5 1
"661" 60413925 60702323 6 1
"662" 60702323 60782286 4 1
"663" 60782286 60805150 5 1
"664" 60805150 61235684 6 1
"665" 61235684 61364921 5 1
"666" 61364921 61376144 4 1
"667" 61376144 61383945 3 1
"668" 61383945 61477603 2 1
"669" 61477603 61493285 1 1
"670" 61493285 61659786 0 1
"671" 61659786 61674052 1 1
"672" 61674052 62344107 2 1
"673" 62344107 62357771 1 1
"674" 62357771 62365217 3 1
"675" 62365217 62614453 2 1
"676" 62614453 62711941 3 1
"677" 62711941 62723566 4 1
"678" 62723566 62773703 5 1
"679" 62773703 62774469 6 1
"680" 62774469 62791745 7 1
"681" 62791745 62818217 9 1
"682" 62818217 62836976 11 1
"683" 62836976 63191577 13 1
"684" 63191577 63336271 12 1
"685" 63336271 63414401 11 1
"686" 63414401 63431570 10 1
"687" 63431570 63457362 8 1
"688" 63457362 63460850 7 1
"689" 63460850 63484941 4 1
"690" 63484941 63783472 1 1
"691" 63783472 64217123 2 1
"692" 64217123 64313498 1 1
"693" 64313498 64566396 6 1
"694" 64566396 64615775 7 1
"695" 64615775 64622069 8 1
"696" 64622069 64784574 9 1
"697" 64784574 64871720 8 1
"698" 64871720 65022445 3 1
"699" 65022445 65046494 5 1
"700" 65046494 65164851 6 1
"701" 65164851 65297240 5 1
"702" 65297240 65445542 6 1
"703" 65445542 65514604 7 1
"704" 65514604 65552976 8 1
"705" 65552976 65560015 7 1
"706" 65560015 65699203 6 1
"707" 65699203 65776702 7 1
"708" 65776702 65851759 9 1
"709" 65851759 65854556 10 1
"710" 65854556 65869274 8 1
"711" 65869274 65887013 10 1
"712" 65887013 65913707 14 1
"713" 65913707 65950340 12 1
"714" 65950340 66102257 13 1
"715" 66102257 66156021 12 1
"716" 66156021 66161461 13 1
"717" 66161461 66257416 12 1
"718" 66257416 66470379 11 1
"719" 66470379 66538408 12 1
"720" 66538408 66539456 10 1
"721" 66539456 66589748 6 1
"722" 66589748 66634921 4 1
"723" 66634921 66663239 2 1
"724" 66663239 66737060 4 1
"725" 66737060 66766222 5 1
"726" 66766222 66776137 6 1
"727" 66776137 66921372 7 1
"728" 66921372 66988477 6 1
"729" 66988477 67113050 9 1
"730" 67113050 67242571 10 1
"731" 67242571 67261079 9 1
"732" 67261079 67283439 10 1
"733" 67283439 67297122 9 1
"734" 67297122 67306616 11 1
"735" 67306616 67460791 10 1
"736" 67460791 67496425 10 1
"737" 67496425 67529243 9 1
"738" 67529243 67989691 10 1
"739" 67989691 67990154 8 1
"740" 67990154 68001373 5 1
"741" 68001373 68024209 4 1
"742" 68024209 68046274 3 1
"743" 68046274 68050630 2 1
"744" 68050630 68115186 3 1
"745" 68115186 68247614 4 1
"746" 68247614 68286941 3 1
"747" 68286941 68582582 2 1
"748" 68582582 68611243 1 1
"749" 68611243 68638451 3 1
"750" 68638451 68874508 2 1
"751" 68874508 68990012 3 1
"752" 68990012 69174297 5 1
"753" 69174297 69445925 6 1
"754" 69445925 69711165 5 1
"755" 69711165 69851618 6 1
"756" 69851618 69900116 7 1
"757" 69900116 69901557 9 1
"758" 69901557 69909410 8 1
"759" 69909410 69935119 10 1
"760" 69935119 70097033 8 1
"761" 70097033 70097708 7 1
"762" 70097708 70248115 6 1
"763" 70248115 70363601 5 1
"764" 70363601 70541127 6 1
"765" 70541127 70808932 8 1
"766" 70808932 70954299 7 1
"767" 70954299 70966453 8 1
"768" 70966453 70986547 11 1
"769" 70986547 70990438 11 1
"770" 70990438 70992015 9 1
"771" 70992015 70995562 10 1
"772" 70995562 71014024 12 1
"773" 71014024 71034911 13 1
"774" 71034911 71040461 14 1
"775" 71040461 71045066 16 1
"776" 71045066 71116437 20 1
"777" 71116437 71240621 22 1
"778" 71240621 71275174 23 1
"779" 71275174 71327092 24 1
"780" 71327092 71334870 26 1
"781" 71334870 71338397 25 1
"782" 71338397 71353367 24 1
"783" 71353367 71358190 26 1
"784" 71358190 71360672 24 1
"785" 71360672 71367464 25 1
"786" 71367464 71371420 26 1
"787" 71371420 71375363 27 1
"788" 71375363 71384680 28 1
"789" 71384680 71399414 29 1
"790" 71399414 71509107 31 1
"791" 71509107 71545970 28 1
"792" 71545970 71799403 29 1
"793" 71799403 71849037 29 1
"794" 71849037 71920314 23 1
"795" 71920314 71939755 21 1
"796" 71939755 71969514 18 1
"797" 71969514 71996090 17 1
"798" 71996090 72012933 14 1
"799" 72012933 72025716 13 1
"800" 72025716 72271264 15 1
"801" 72271264 72282482 14 1
"802" 72282482 72284206 14 1
"803" 72284206 72289671 17 1
"804" 72289671 72346331 16 1
"805" 72346331 72370307 15 1
"806" 72370307 72381596 18 1
"807" 72381596 72384596 16 1
"808" 72384596 72492583 17 1
"809" 72492583 72499912 18 1
"810" 72499912 72509490 20 1
"811" 72509490 72516287 24 1
"812" 72516287 72517928 22 1
"813" 72517928 72553991 23 1
"814" 72553991 72571364 22 1
"815" 72571364 72590193 21 1
"816" 72590193 72615118 24 1
"817" 72615118 72701100 25 1
"818" 72701100 72703860 32 1
"819" 72703860 72729142 33 1
"820" 72729142 72735458 34 1
"821" 72735458 72744144 36 1
"822" 72744144 72765116 38 1
"823" 72765116 72837239 40 1
"824" 72837239 72866574 43 1
"825" 72866574 72884712 52 1
"826" 72884712 72913499 55 1
"827" 72913499 72947342 57 1
"828" 72947342 72953251 59 1
"829" 72953251 73075423 57 1
"830" 73075423 73090344 84 1
"831" 73090344 73100055 85 1
"832" 73100055 73184090 90 1
"833" 73184090 73221787 95 1
"834" 73221787 73230347 94 1
"835" 73230347 73259276 95 1
"836" 73259276 73286806 94 1
"837" 73286806 73305593 94 1
"838" 73305593 73313762 92 1
"839" 73313762 73318565 90 1
"840" 73318565 73408437 89 1
"841" 73408437 73408983 91 1
"842" 73408983 73552927 90 1
"843" 73552927 73662169 91 1
"844" 73662169 73669845 90 1
"845" 73669845 73744843 89 1
"846" 73744843 73882478 86 1
"847" 73882478 73882880 84 1
"848" 73882880 73910055 79 1
"849" 73910055 73920352 78 1
"850" 73920352 73951515 77 1
"851" 73951515 73974388 76 1
"852" 73974388 74017178 61 1
"853" 74017178 74022034 59 1
"854" 74022034 74048649 60 1
"855" 74048649 74055240 57 1
"856" 74055240 74106106 45 1
"857" 74106106 74123576 41 1
"858" 74123576 74138765 40 1
"859" 74138765 74139105 41 1
"860" 74139105 74145078 40 1
"861" 74145078 74145595 38 1
"862" 74145595 74151316 36 1
"863" 74151316 74163209 32 1
"864" 74163209 74170796 31 1
"865" 74170796 74179179 28 1
"866" 74179179 74184409 22 1
"867" 74184409 74200925 18 1
"868" 74200925 74220796 16 1
"869" 74220796 74225534 15 1
"870" 74225534 74236278 13 1
"871" 74236278 74236657 11 1
