"StartofWindow" "EndofWindow" "coverage" "CHR"
"405" 97880883 97886171 18 1
"406" 97886171 97892858 17 1
"407" 97892858 97895762 15 1
"408" 97895762 97926839 13 1
"409" 97926839 97947883 12 1
"410" 97947883 97949431 7 1
"411" 97949431 97958108 6 1
"412" 97958108 97968383 5 1
"413" 97968383 98000861 3 1
"414" 98000861 98159558 1 1
"415" 98159558 101647080 0 1
"416" 101647080 101711964 2 1
"417" 101711964 102034837 3 1
"418" 102034837 102197513 1 1
"419" 102197513 105643103 0 1
"420" 105643103 105663975 1 1
"421" 105663975 105670343 4 1
"422" 105670343 106097579 5 1
"423" 106097579 106164864 3 1
"424" 106164864 107990065 0 1
"425" 107990065 108429934 2 1
"426" 108429934 110482335 0 1
"427" 110482335 110678929 1 1
"428" 110678929 110713909 2 1
"429" 110713909 110733794 4 1
"430" 110733794 110759455 5 1
"431" 110759455 110769589 7 1
"432" 110769589 110780834 8 1
"433" 110780834 110974248 9 1
"434" 110974248 110996950 8 1
"435" 110996950 111058469 7 1
"436" 111058469 111109137 3 1
"437" 111109137 111117814 2 1
"438" 111117814 111181086 1 1
"439" 111181086 111607219 0 1
"440" 111607219 111726213 1 1
"441" 111726213 111854207 2 1
"442" 111854207 112015292 4 1
"443" 112015292 112026152 3 1
"444" 112026152 112042149 4 1
"445" 112042149 112107669 4 1
"446" 112107669 112127718 8 1
"447" 112127718 112277597 6 1
"448" 112277597 112357730 7 1
"449" 112357730 112415201 8 1
"450" 112415201 112442367 7 1
"451" 112442367 112499034 6 1
"452" 112499034 112513203 2 1
"453" 112513203 112560278 3 1
"454" 112560278 112671286 5 1
"455" 112671286 112709285 4 1
"456" 112709285 112848144 6 1
"457" 112848144 112897590 5 1
"458" 112897590 112928036 3 1
"459" 112928036 113214381 2 1
"460" 113214381 116197610 0 1
"461" 116197610 116204807 1 1
"462" 116204807 116209709 2 1
"463" 116209709 116234313 3 1
"464" 116234313 116234505 4 1
"465" 116234505 116247790 5 1
"466" 116247790 116278503 6 1
"467" 116278503 116325537 8 1
"468" 116325537 116333111 11 1
"469" 116333111 116357354 12 1
"470" 116357354 116567296 16 1
"471" 116567296 116602245 15 1
"472" 116602245 116691120 13 1
"473" 116691120 116709648 11 1
"474" 116709648 116717619 10 1
"475" 116717619 116807231 8 1
"476" 116807231 116821111 6 1
"477" 116821111 116834105 5 1
"478" 116834105 116860957 4 1
"479" 116860957 118087449 0 1
"480" 118087449 118115243 1 1
"481" 118115243 118141764 6 1
"482" 118141764 118510784 17 1
"483" 118510784 118524718 16 1
"484" 118524718 118617274 13 1
"485" 118617274 146508774 0 1
"486" 146508774 146523045 3 1
"487" 146523045 146528706 7 1
"488" 146528706 146560564 8 1
"489" 146560564 146913370 9 1
"490" 146913370 146949222 7 1
"491" 146949222 146982763 6 1
"492" 146982763 150510660 0 1
"493" 150510660 150542128 1 1
"494" 150542128 150997723 2 1
"495" 150997723 150997940 1 1
"496" 150997940 152088605 0 1
"497" 152088605 152144260 2 1
"498" 152144260 152161735 3 1
"499" 152161735 152526812 5 1
"500" 152526812 152537954 3 1
"501" 152537954 152538358 4 1
"502" 152538358 152542229 2 1
"503" 152542229 152548480 3 1
"504" 152548480 152552461 7 1
"505" 152552461 152595194 8 1
"506" 152595194 152682909 9 1
"507" 152682909 152690448 12 1
"508" 152690448 152708619 14 1
"509" 152708619 152758519 16 1
"510" 152758519 152783255 17 1
"511" 152783255 152783560 18 1
"512" 152783560 152872294 19 1
"513" 152872294 152941345 20 1
"514" 152941345 152984397 21 1
"515" 152984397 153042554 20 1
"516" 153042554 153055879 17 1
"517" 153055879 153064002 14 1
"518" 153064002 153179923 9 1
"519" 153179923 153188502 5 1
"520" 153188502 153210808 4 1
"521" 153210808 153249072 3 1
"522" 153249072 153329071 2 1
"523" 153329071 153440689 1 1
"524" 153440689 154783756 0 1
"525" 154783756 154786686 1 1
"526" 154786686 154789036 2 1
"527" 154789036 155140648 3 1
"528" 155140648 155194980 2 1
"529" 155194980 158311985 0 1
"530" 158311985 158380828 1 1
"531" 158380828 158381815 2 1
"532" 158381815 158772845 3 1
"533" 158772845 158778764 2 1
"534" 158778764 158810312 1 1
"535" 158810312 159678816 0 1
"536" 159678816 159765249 1 1
"537" 159765249 159798306 2 1
"538" 159798306 160114343 3 1
"539" 160114343 160123556 2 1
"540" 160123556 160134205 1 1
"541" 160134205 160473163 0 1
"542" 160473163 160551592 3 1
"543" 160551592 160679527 4 1
"544" 160679527 160686494 5 1
"545" 160686494 160770515 6 1
"546" 160770515 160956745 7 1
"547" 160956745 161003874 4 1
"548" 161003874 161167698 3 1
"549" 161167698 161189713 2 1
"550" 161189713 161229651 1 1
"551" 161229651 161675580 0 1
"552" 161675580 161741274 1 1
"553" 161741274 161941219 2 1
"554" 161941219 161964536 3 1
"555" 161964536 161968297 4 1
"556" 161968297 161975281 6 1
"557" 161975281 161976234 7 1
"558" 161976234 161980502 8 1
"559" 161980502 162000398 10 1
"560" 162000398 162165433 11 1
"561" 162165433 162249697 10 1
"562" 162249697 162299823 9 1
"563" 162299823 162321600 8 1
"564" 162321600 162338581 4 1
"565" 162338581 162342203 3 1
"566" 162342203 162352111 2 1
"567" 162352111 162353726 1 1
"568" 162353726 162543172 0 1
"569" 162543172 162640649 2 1
"570" 162640649 162732491 3 1
"571" 162732491 162843606 7 1
"572" 162843606 162969472 8 1
"573" 162969472 163009498 9 1
"574" 163009498 163033537 10 1
"575" 163033537 163039777 11 1
"576" 163039777 163056062 9 1
"577" 163056062 163080200 10 1
"578" 163080200 163136535 9 1
"579" 163136535 163145390 5 1
"580" 163145390 163292040 4 1
"581" 163292040 163424565 5 1
"582" 163424565 163434750 4 1
"583" 163434750 163444495 3 1
"584" 163444495 163479468 2 1
"585" 163479468 163763578 1 1
"586" 163763578 164578817 0 1
"587" 164578817 164656976 1 1
"588" 164656976 164723835 3 1
"589" 164723835 164739171 5 1
"590" 164739171 164923650 6 1
"591" 164923650 164951242 5 1
"592" 164951242 165032101 4 1
"593" 165032101 165081033 3 1
"594" 165081033 165091285 1 1
"595" 165091285 165250429 0 1
"596" 165250429 165376685 1 1
"597" 165376685 165388948 2 1
"598" 165388948 165422460 3 1
"599" 165422460 165430874 5 1
"600" 165430874 165440194 6 1
"601" 165440194 165448157 8 1
"602" 165448157 165466540 11 1
"603" 165466540 165621603 15 1
"604" 165621603 165650616 14 1
"605" 165650616 165677013 13 1
"606" 165677013 165677216 12 1
"607" 165677216 165799022 10 1
"608" 165799022 165808987 8 1
"609" 165808987 165812120 4 1
"610" 165812120 165819247 3 1
"611" 165819247 165996331 0 1
"612" 165996331 166130218 1 1
"613" 166130218 166251059 2 1
"614" 166251059 166447321 4 1
"615" 166447321 166536092 3 1
"616" 166536092 166539001 5 1
"617" 166539001 166545748 6 1
"618" 166545748 166546851 7 1
"619" 166546851 166616786 8 1
"620" 166616786 166716641 8 1
"621" 166716641 166808253 6 1
"622" 166808253 167035702 7 1
"623" 167035702 167036714 5 1
"624" 167036714 167054980 4 1
"625" 167054980 167059833 3 1
"626" 167059833 167077805 2 1
"627" 167077805 167158183 1 1
"628" 167158183 168375973 0 1
"629" 168375973 168463587 1 1
"630" 168463587 168594940 3 1
"631" 168594940 168694212 4 1
"632" 168694212 168720250 3 1
"633" 168720250 168907616 4 1
"634" 168907616 169017419 2 1
"635" 169017419 169056077 3 1
"636" 169056077 169066351 5 1
"637" 169066351 169070523 6 1
"638" 169070523 169073050 8 1
"639" 169073050 169078572 9 1
"640" 169078572 169088132 11 1
"641" 169088132 169088337 12 1
"642" 169088337 169138307 11 1
"643" 169138307 169528830 10 1
"644" 169528830 169530837 9 1
"645" 169530837 169540080 8 1
"646" 169540080 169566313 7 1
"647" 169566313 169568698 6 1
"648" 169568698 169574887 4 1
"649" 169574887 169577990 3 1
"650" 169577990 169583996 1 1
"651" 169583996 170171083 0 1
"652" 170171083 170649279 2 1
"653" 170649279 170657335 1 1
"654" 170657335 170727442 0 1
"655" 170727442 170805627 1 1
"656" 170805627 170901445 2 1
"657" 170901445 170915133 4 1
"658" 170915133 170916201 6 1
"659" 170916201 170937288 7 1
"660" 170937288 170954182 9 1
"661" 170954182 170974911 13 1
"662" 170974911 171007053 14 1
"663" 171007053 171069959 16 1
"664" 171069959 171122296 20 1
"665" 171122296 171218366 21 1
"666" 171218366 171223015 20 1
"667" 171223015 171223951 19 1
"668" 171223951 171236223 17 1
"669" 171236223 171322446 16 1
"670" 171322446 171348866 13 1
"671" 171348866 171353864 10 1
"672" 171353864 171355569 4 1
"673" 171355569 171361138 3 1
"674" 171361138 171362841 2 1
"675" 171362841 171364141 1 1
"676" 171364141 175090094 0 1
"677" 175090094 175534602 1 1
"678" 175534602 179222840 0 1
"679" 179222840 179275579 3 1
"680" 179275579 179678643 4 1
"681" 179678643 179729126 5 1
"682" 179729126 179763611 2 1
"683" 179763611 180157593 1 1
"684" 180157593 180881148 0 1
"685" 180881148 180915596 2 1
"686" 180915596 181263259 3 1
"687" 181263259 181358407 4 1
"688" 181358407 181397134 2 1
"689" 181397134 181712290 1 1
"690" 181712290 181906592 0 1
"691" 181906592 182054977 1 1
"692" 182054977 182404101 3 1
"693" 182404101 182543331 2 1
"694" 182543331 183071024 0 1
"695" 183071024 183072590 1 1
"696" 183072590 183542387 3 1
"697" 183542387 183562782 1 1
"698" 183562782 187557096 0 1
"699" 187557096 187934869 3 1
"700" 187934869 189238665 0 1
"701" 189238665 189752408 1 1
"702" 189752408 200174695 0 1
"703" 200174695 200662215 2 1
"704" 200662215 200934432 0 1
"705" 200934432 201029431 1 1
"706" 201029431 201060865 2 1
"707" 201060865 201067784 4 1
"708" 201067784 201071790 7 1
"709" 201071790 201075245 8 1
"710" 201075245 201075796 9 1
"711" 201075796 201077212 10 1
"712" 201077212 201125326 11 1
"713" 201125326 201166281 12 1
"714" 201166281 201298352 13 1
"715" 201298352 201303231 11 1
"716" 201303231 201345352 10 1
"717" 201345352 201364570 7 1
"718" 201364570 201455910 4 1
"719" 201455910 201474400 3 1
"720" 201474400 201486564 2 1
"721" 201486564 201603081 1 1
"722" 201603081 201689201 0 1
"723" 201689201 202119308 1 1
"724" 202119308 203059728 0 1
"725" 203059728 203152801 1 1
"726" 203152801 203508174 2 1
"727" 203508174 203527812 1 1
"728" 203527812 203680492 0 1
"729" 203680492 203972021 1 1
"730" 203972021 204176954 2 1
"731" 204176954 204345392 1 1
"732" 204345392 204871981 0 1
"733" 204871981 204877670 2 1
"734" 204877670 204928459 4 1
"735" 204928459 205007950 5 1
"736" 205007950 205224758 6 1
"737" 205224758 205257338 5 1
"738" 205257338 205274675 4 1
"739" 205274675 205381940 3 1
"740" 205381940 205418134 1 1
"741" 205418134 205442194 0 1
"742" 205442194 205499495 1 1
"743" 205499495 205913848 2 1
"744" 205913848 205916699 1 1
"745" 205916699 206796165 0 1
"746" 206796165 207250456 1 1
"747" 207250456 207684359 0 1
"748" 207684359 208053785 3 1
"749" 208053785 208190623 4 1
"750" 208190623 208549846 3 1
"751" 208549846 208701114 2 1
"752" 208701114 210337691 0 1
"753" 210337691 210370761 1 1
"754" 210370761 210413739 2 1
"755" 210413739 210429102 3 1
"756" 210429102 210443546 4 1
"757" 210443546 210482140 5 1
"758" 210482140 210729897 8 1
"759" 210729897 210789920 6 1
"760" 210789920 210870120 7 1
"761" 210870120 210884083 5 1
"762" 210884083 211279739 2 1
"763" 211279739 216915514 0 1
"764" 216915514 216944098 1 1
"765" 216944098 216945100 4 1
"766" 216945100 216983034 5 1
"767" 216983034 217126354 6 1
"768" 217126354 217236801 7 1
"769" 217236801 217237998 6 1
"770" 217237998 217238186 5 1
"771" 217238186 217255780 4 1
"772" 217255780 217266496 1 1
"773" 217266496 217355319 3 1
"774" 217355319 217429135 4 1
"775" 217429135 217637075 3 1
"776" 217637075 217767109 1 1
"777" 217767109 217780472 2 1
"778" 217780472 217914116 1 1
"779" 217914116 217971980 3 1
"780" 217971980 218241796 4 1
"781" 218241796 218284122 3 1
"782" 218284122 218458227 1 1
"783" 218458227 221425311 0 1
"784" 221425311 221443624 1 1
"785" 221443624 221496601 3 1
"786" 221496601 221577849 5 1
"787" 221577849 221753645 8 1
"788" 221753645 221868406 9 1
"789" 221868406 221895393 11 1
"790" 221895393 221923042 12 1
"791" 221923042 221929177 10 1
"792" 221929177 222078560 7 1
"793" 222078560 222168110 4 1
"794" 222168110 222289598 3 1
"795" 222289598 222366608 2 1
"796" 222366608 225512083 0 1
"797" 225512083 225540100 1 1
"798" 225540100 225967597 3 1
"799" 225967597 226015359 2 1
"800" 226015359 228681749 0 1
"801" 228681749 228699477 3 1
"802" 228699477 229077631 5 1
"803" 229077631 229114512 7 1
"804" 229114512 229114638 5 1
"805" 229114638 229519927 2 1
"806" 229519927 230504498 0 1
"807" 230504498 230622001 1 1
"808" 230622001 230701565 2 1
"809" 230701565 230780571 5 1
"810" 230780571 230788550 6 1
"811" 230788550 230808005 7 1
"812" 230808005 230815481 8 1
"813" 230815481 230878561 10 1
"814" 230878561 230881063 11 1
"815" 230881063 230896093 14 1
"816" 230896093 230914729 13 1
"817" 230914729 231000867 12 1
"818" 231000867 231104580 10 1
"819" 231104580 231124376 9 1
"820" 231124376 231156513 8 1
"821" 231156513 231173379 6 1
"822" 231173379 231228173 5 1
"823" 231228173 231311867 4 1
"824" 231311867 231317179 6 1
"825" 231317179 231326086 5 1
"826" 231326086 231355070 6 1
"827" 231355070 231813134 3 1
"828" 231813134 231819050 2 1
"829" 231819050 232423863 0 1
"830" 232423863 232441842 1 1
"831" 232441842 232736520 2 1
"832" 232736520 232831301 1 1
"833" 232831301 233428992 0 1
"834" 233428992 233685391 1 1
"835" 233685391 233742345 3 1
"836" 233742345 233756065 4 1
"837" 233756065 233762901 3 1
"838" 233762901 234054014 6 1
"839" 234054014 234080599 5 1
"840" 234080599 234232523 2 1
"841" 234232523 234468324 1 1
"842" 234468324 234473914 2 1
"843" 234473914 234633308 1 1
"844" 234633308 234769499 3 1
"845" 234769499 234779059 4 1
"846" 234779059 234881190 3 1
"847" 234881190 235097172 1 1
"848" 235097172 236517124 0 1
"849" 236517124 236563287 3 1
"850" 236563287 236619529 5 1
"851" 236619529 236659941 6 1
"852" 236659941 236672004 7 1
"853" 236672004 236682114 9 1
"854" 236682114 236682308 11 1
"855" 236682308 236689568 17 1
"856" 236689568 236984562 21 1
"857" 236984562 237015628 16 1
"858" 237015628 237061056 14 1
"859" 237061056 237111188 13 1
"860" 237111188 237126385 10 1
"861" 237126385 237129335 7 1
"862" 237129335 237130858 6 1
"863" 237130858 237132197 4 1
"864" 237132197 237167218 3 1
"865" 237167218 237194523 0 1
"866" 237194523 237269434 1 1
"867" 237269434 237280629 2 1
"868" 237280629 237547162 3 1
"869" 237547162 237578208 1 1
"870" 237578208 237950431 0 1
"871" 237950431 238403285 1 1
