"StartofWindow" "EndofWindow" "coverage" "CHR"
"68" 5060684 5072295 55 1
"69" 5072295 5103621 56 1
"70" 5103621 5104614 55 1
"71" 5104614 5127543 57 1
"72" 5127543 5168663 56 1
"73" 5168663 5239931 55 1
"74" 5239931 5283942 57 1
"75" 5283942 5312366 58 1
"76" 5312366 5343032 57 1
"77" 5343032 5347457 54 1
"78" 5347457 5356607 51 1
"79" 5356607 5357171 49 1
"80" 5357171 5374940 48 1
"81" 5374940 5575158 46 1
"82" 5575158 5658267 43 1
"83" 5658267 5671786 45 1
"84" 5671786 5699475 46 1
"85" 5699475 5711647 47 1
"86" 5711647 5736682 49 1
"87" 5736682 5748611 50 1
"88" 5748611 5790655 51 1
"89" 5790655 5902367 50 1
"90" 5902367 5908733 51 1
"91" 5908733 5923788 50 1
"92" 5923788 6162407 51 1
"93" 6162407 6196869 50 1
"94" 6196869 6221975 51 1
"95" 6221975 6258794 50 1
"96" 6258794 6278414 52 1
"97" 6278414 6312016 53 1
"98" 6312016 6314822 54 1
"99" 6314822 6362035 56 1
"100" 6362035 6367219 61 1
"101" 6367219 6481842 62 1
"102" 6481842 6623499 64 1
"103" 6623499 6644723 69 1
"104" 6644723 6661732 70 1
"105" 6661732 6797684 73 1
"106" 6797684 6822235 75 1
"107" 6822235 7093213 77 1
"108" 7093213 7099660 76 1
"109" 7099660 7106963 73 1
"110" 7106963 7119202 72 1
"111" 7119202 7126671 71 1
"112" 7126671 7128056 70 1
"113" 7128056 7135268 69 1
"114" 7135268 7143344 68 1
"115" 7143344 7158561 65 1
"116" 7158561 7177744 64 1
"117" 7177744 7220970 62 1
"118" 7220970 7245434 57 1
"119" 7245434 7250522 54 1
"120" 7250522 7272250 54 1
"121" 7272250 7317541 52 1
"122" 7317541 7464375 51 1
"123" 7464375 7485370 50 1
"124" 7485370 7492120 51 1
"125" 7492120 7580769 52 1
"126" 7580769 7584814 53 1
"127" 7584814 7600905 55 1
"128" 7600905 7613745 56 1
"129" 7613745 7708733 55 1
"130" 7708733 7796641 57 1
"131" 7796641 7845695 56 1
"132" 7845695 7973170 57 1
"133" 7973170 8182535 55 1
"134" 8182535 8278899 54 1
"135" 8278899 8289660 55 1
"136" 8289660 8295130 54 1
"137" 8295130 8304607 54 1
"138" 8304607 8407287 53 1
"139" 8407287 8916517 52 1
"140" 8916517 9001562 51 1
"141" 9001562 9009406 50 1
"142" 9009406 9049032 48 1
"143" 9049032 9073801 49 1
"144" 9073801 9114091 50 1
"145" 9114091 9115700 47 1
"146" 9115700 9140078 48 1
"147" 9140078 9219383 49 1
"148" 9219383 9238553 50 1
"149" 9238553 9379693 49 1
"150" 9379693 9387311 48 1
"151" 9387311 9499246 50 1
"152" 9499246 9510150 51 1
"153" 9510150 9514846 52 1
"154" 9514846 9535303 54 1
"155" 9535303 9600774 55 1
"156" 9600774 9693988 56 1
"157" 9693988 9713386 58 1
"158" 9713386 9782556 59 1
"159" 9782556 9782766 60 1
"160" 9782766 9902900 61 1
"161" 9902900 9911291 64 1
"162" 9911291 9987007 65 1
"163" 9987007 10242654 66 1
"164" 10242654 10472026 69 1
"165" 10472026 10631237 68 1
"166" 10631237 10638604 67 1
"167" 10638604 10643829 66 1
"168" 10643829 10743363 64 1
"169" 10743363 10767902 64 1
"170" 10767902 10796866 63 1
"171" 10796866 10801989 62 1
"172" 10801989 10813675 57 1
"173" 10813675 10827135 56 1
"174" 10827135 10874522 54 1
"175" 10874522 10908412 53 1
"176" 10908412 10924710 56 1
"177" 10924710 10935232 58 1
"178" 10935232 10957719 59 1
"179" 10957719 10969950 57 1
"180" 10969950 10980998 58 1
"181" 10980998 10996382 58 1
"182" 10996382 10999600 56 1
"183" 10999600 11013286 57 1
"184" 11013286 11024395 59 1
"185" 11024395 11060075 58 1
"186" 11060075 11060799 62 1
"187" 11060799 11079077 63 1
"188" 11079077 11107439 64 1
"189" 11107439 11395283 63 1
"190" 11395283 11398365 61 1
"191" 11398365 11422737 63 1
"192" 11422737 11476203 62 1
"193" 11476203 11534053 64 1
"194" 11534053 11607932 63 1
"195" 11607932 11626858 62 1
"196" 11626858 11656684 61 1
"197" 11656684 11675059 60 1
"198" 11675059 11698902 59 1
"199" 11698902 11708736 59 1
"200" 11708736 11711589 54 1
"201" 11711589 11713166 53 1
"202" 11713166 11713563 50 1
"203" 11713563 11721854 49 1
"204" 11721854 11740358 50 1
"205" 11740358 11763677 52 1
"206" 11763677 11764281 53 1
"207" 11764281 11774956 55 1
"208" 11774956 11779499 60 1
"209" 11779499 11797186 62 1
"210" 11797186 11802434 63 1
"211" 11802434 11807426 64 1
"212" 11807426 11808706 63 1
"213" 11808706 11810973 65 1
"214" 11810973 11812127 69 1
"215" 11812127 11824133 67 1
"216" 11824133 11836628 72 1
"217" 11836628 11959216 73 1
"218" 11959216 12009955 71 1
"219" 12009955 12038990 70 1
"220" 12038990 12059412 71 1
"221" 12059412 12070292 69 1
"222" 12070292 12189561 67 1
"223" 12189561 12194451 64 1
"224" 12194451 12194612 63 1
"225" 12194612 12233754 61 1
"226" 12233754 12249031 60 1
"227" 12249031 12251808 59 1
"228" 12251808 12267999 56 1
"229" 12267999 12436431 57 1
"230" 12436431 12763781 56 1
"231" 12763781 12816316 48 1
"232" 12816316 12823667 49 1
"233" 12823667 13737240 48 1
"234" 13737240 13783354 47 1
"235" 13783354 13786622 56 1
"236" 13786622 13793207 57 1
"237" 13793207 13922799 54 1
"238" 13922799 13935667 55 1
"239" 13935667 13944568 54 1
"240" 13944568 13957405 53 1
"241" 13957405 14139196 52 1
"242" 14139196 14214348 53 1
"243" 14214348 14359780 54 1
"244" 14359780 14441738 53 1
"245" 14441738 14493845 52 1
"246" 14493845 14512986 53 1
"247" 14512986 14715919 52 1
"248" 14715919 14790631 53 1
"249" 14790631 14901191 54 1
"250" 14901191 15120526 55 1
"251" 15120526 15125699 54 1
"252" 15125699 15133668 53 1
"253" 15133668 15150914 54 1
"254" 15150914 15154825 54 1
"255" 15154825 15183309 53 1
"256" 15183309 15185229 53 1
"257" 15185229 15249739 54 1
"258" 15249739 15257426 53 1
"259" 15257426 15331802 54 1
"260" 15331802 15373378 53 1
"261" 15373378 15377687 52 1
"262" 15377687 15402156 53 1
"263" 15402156 15416326 57 1
"264" 15416326 15427117 54 1
"265" 15427117 15428508 53 1
"266" 15428508 15444288 52 1
"267" 15444288 15507952 54 1
"268" 15507952 15546077 53 1
"269" 15546077 15550525 54 1
"270" 15550525 15600085 53 1
"271" 15600085 15643218 52 1
"272" 15643218 15651062 55 1
"273" 15651062 15671483 56 1
"274" 15671483 15680451 56 1
"275" 15680451 15686006 58 1
"276" 15686006 15691540 57 1
"277" 15691540 15697183 55 1
"278" 15697183 15733394 52 1
"279" 15733394 15739016 54 1
"280" 15739016 15745380 56 1
"281" 15745380 15750217 58 1
"282" 15750217 15757044 63 1
"283" 15757044 15788789 64 1
"284" 15788789 15810624 63 1
"285" 15810624 15814186 64 1
"286" 15814186 15975237 66 1
"287" 15975237 16069644 67 1
"288" 16069644 16075906 69 1
"289" 16075906 16082127 70 1
"290" 16082127 16089356 73 1
"291" 16089356 16124438 75 1
"292" 16124438 16200163 74 1
"293" 16200163 16367339 73 1
"294" 16367339 16368977 74 1
"295" 16368977 16393357 73 1
"296" 16393357 16398375 75 1
"297" 16398375 16413291 72 1
"298" 16413291 16414088 68 1
"299" 16414088 16442908 67 1
"300" 16442908 16446349 68 1
"301" 16446349 16449746 71 1
"302" 16449746 16452998 70 1
"303" 16452998 16464673 69 1
"304" 16464673 16474701 70 1
"305" 16474701 16478654 71 1
"306" 16478654 16482976 72 1
"307" 16482976 16504549 71 1
"308" 16504549 16513153 72 1
"309" 16513153 16515805 74 1
"310" 16515805 16524869 77 1
"311" 16524869 16525549 75 1
"312" 16525549 16716374 74 1
"313" 16716374 16732860 71 1
"314" 16732860 16734627 70 1
"315" 16734627 16739907 70 1
"316" 16739907 16844848 71 1
"317" 16844848 17289911 70 1
"318" 17289911 17319287 71 1
"319" 17319287 17409017 70 1
"320" 17409017 17413459 69 1
"321" 17413459 17425829 66 1
"322" 17425829 17444769 62 1
"323" 17444769 17462261 61 1
"324" 17462261 17468135 60 1
"325" 17468135 17473895 58 1
"326" 17473895 17486722 55 1
"327" 17486722 17518160 55 1
"328" 17518160 17557178 54 1
"329" 17557178 17560972 52 1
"330" 17560972 17588162 51 1
"331" 17588162 17593316 49 1
"332" 17593316 17674537 48 1
"333" 17674537 17722363 47 1
"334" 17722363 17909412 46 1
"335" 17909412 17915833 45 1
"336" 17915833 18024794 46 1
"337" 18024794 18150330 43 1
"338" 18150330 18210508 42 1
"339" 18210508 18429575 39 1
"340" 18429575 18490551 38 1
"341" 18490551 18504396 37 1
"342" 18504396 18505196 36 1
"343" 18505196 18516989 35 1
"344" 18516989 18527213 36 1
"345" 18527213 18544840 39 1
"346" 18544840 18589620 40 1
"347" 18589620 18631175 41 1
"348" 18631175 18659641 42 1
"349" 18659641 18668501 43 1
"350" 18668501 18693245 45 1
"351" 18693245 18781486 44 1
"352" 18781486 18808292 43 1
"353" 18808292 18863502 44 1
"354" 18863502 19027239 43 1
"355" 19027239 19058929 41 1
"356" 19058929 19105580 40 1
"357" 19105580 19145099 39 1
"358" 19145099 19147761 40 1
"359" 19147761 19188456 41 1
"360" 19188456 19198064 42 1
"361" 19198064 19202507 43 1
"362" 19202507 19205672 44 1
"363" 19205672 19215418 46 1
"364" 19215418 19220748 52 1
"365" 19220748 19243589 52 1
"366" 19243589 19258375 54 1
"367" 19258375 19258723 57 1
"368" 19258723 19568972 60 1
"369" 19568972 19684540 61 1
"370" 19684540 19806259 60 1
"371" 19806259 19809171 58 1
"372" 19809171 19824008 55 1
"373" 19824008 19849656 53 1
"374" 19849656 19876025 52 1
"375" 19876025 19973564 50 1
"376" 19973564 19981791 48 1
"377" 19981791 20140340 47 1
"378" 20140340 20172956 48 1
"379" 20172956 20186581 47 1
"380" 20186581 20423099 48 1
"381" 20423099 20441633 43 1
"382" 20441633 20476391 44 1
"383" 20476391 20533678 43 1
"384" 20533678 20775350 44 1
"385" 20775350 20813488 46 1
"386" 20813488 20862106 47 1
"387" 20862106 20872694 48 1
"388" 20872694 20883203 50 1
"389" 20883203 20883422 49 1
"390" 20883422 20893965 50 1
"391" 20893965 20899016 55 1
"392" 20899016 20917206 57 1
"393" 20917206 20928154 58 1
"394" 20928154 20996757 59 1
"395" 20996757 20997340 61 1
"396" 20997340 21018485 62 1
"397" 21018485 21022402 65 1
"398" 21022402 21031983 64 1
"399" 21031983 21525228 65 1
"400" 21525228 21534237 63 1
"401" 21534237 21551457 62 1
"402" 21551457 21583311 61 1
"403" 21583311 21621536 59 1
"404" 21621536 21657162 57 1
"405" 21657162 21821757 53 1
"406" 21821757 21840129 53 1
"407" 21840129 21861656 55 1
"408" 21861656 21863691 54 1
"409" 21863691 21958739 53 1
"410" 21958739 22013771 54 1
"411" 22013771 22033705 53 1
"412" 22033705 22046558 51 1
"413" 22046558 22216279 48 1
"414" 22216279 22233670 49 1
"415" 22233670 22448217 48 1
"416" 22448217 22498103 46 1
"417" 22498103 22537071 43 1
"418" 22537071 22588993 42 1
"419" 22588993 22603552 41 1
"420" 22603552 22665400 40 1
"421" 22665400 22718261 41 1
"422" 22718261 22760900 45 1
"423" 22760900 22863680 46 1
"424" 22863680 23091273 44 1
"425" 23091273 23137761 42 1
"426" 23137761 23143338 43 1
"427" 23143338 23667751 46 1
"428" 23667751 23778362 45 1
"429" 23778362 23834486 44 1
"430" 23834486 23836364 45 1
"431" 23836364 23886935 46 1
"432" 23886935 23902416 45 1
"433" 23902416 23904345 48 1
"434" 23904345 23998136 50 1
"435" 23998136 24062987 53 1
"436" 24062987 24365512 54 1
"437" 24365512 24394811 55 1
"438" 24394811 24415047 56 1
"439" 24415047 24424241 55 1
"440" 24424241 24479274 53 1
"441" 24479274 24486955 54 1
"442" 24486955 24516880 52 1
"443" 24516880 24552835 54 1
"444" 24552835 24556756 55 1
"445" 24556756 24581493 53 1
"446" 24581493 24582304 54 1
"447" 24582304 24583452 53 1
"448" 24583452 24616294 52 1
"449" 24616294 24653792 51 1
"450" 24653792 24672641 47 1
"451" 24672641 24862643 49 1
"452" 24862643 24907415 50 1
"453" 24907415 25075801 52 1
"454" 25075801 25169634 54 1
"455" 25169634 25241116 52 1
"456" 25241116 25267922 50 1
"457" 25267922 25294264 51 1
"458" 25294264 25375468 52 1
"459" 25375468 25409607 51 1
"460" 25409607 25434242 54 1
"461" 25434242 25499030 54 1
"462" 25499030 25687901 53 1
"463" 25687901 25895599 55 1
"464" 25895599 26092248 56 1
"465" 26092248 26097731 57 1
"466" 26097731 26106769 56 1
"467" 26106769 26118299 55 1
"468" 26118299 26218084 56 1
"469" 26218084 26362194 55 1
"470" 26362194 26378002 56 1
"471" 26378002 26486880 57 1
"472" 26486880 26690481 59 1
"473" 26690481 26699157 60 1
"474" 26699157 26710499 59 1
"475" 26710499 26715232 60 1
"476" 26715232 26716136 59 1
"477" 26716136 26719115 58 1
"478" 26719115 26903570 59 1
"479" 26903570 26909666 55 1
"480" 26909666 26919414 58 1
"481" 26919414 27052080 56 1
"482" 27052080 27537101 55 1
"483" 27537101 27688633 56 1
"484" 27688633 27836014 55 1
"485" 27836014 27931698 54 1
"486" 27931698 28056342 52 1
"487" 28056342 28209305 58 1
"488" 28209305 28212975 57 1
"489" 28212975 28261902 59 1
"490" 28261902 28274984 58 1
"491" 28274984 28277669 60 1
"492" 28277669 28292739 62 1
"493" 28292739 28298951 64 1
"494" 28298951 28426001 66 1
"495" 28426001 28431100 67 1
"496" 28431100 28432399 69 1
"497" 28432399 28432549 71 1
"498" 28432549 28461661 70 1
"499" 28461661 28535233 74 1
"500" 28535233 28589578 81 1
"501" 28589578 28636693 82 1
"502" 28636693 28649402 85 1
"503" 28649402 28650377 87 1
"504" 28650377 28659696 90 1
"505" 28659696 29092777 91 1
"506" 29092777 29162568 90 1
"507" 29162568 29169559 88 1
"508" 29169559 29174946 86 1
"509" 29174946 29181525 85 1
"510" 29181525 29200219 80 1
"511" 29200219 29223377 77 1
"512" 29223377 29475341 73 1
"513" 29475341 29569212 72 1
"514" 29569212 29584271 67 1
"515" 29584271 29630455 62 1
"516" 29630455 29631050 61 1
"517" 29631050 29631909 56 1
"518" 29631909 29678592 54 1
"519" 29678592 29678774 52 1
"520" 29678774 29707412 49 1
"521" 29707412 29718655 48 1
"522" 29718655 29722553 47 1
"523" 29722553 29751247 48 1
"524" 29751247 29773040 46 1
"525" 29773040 29790682 49 1
"526" 29790682 29801368 48 1
"527" 29801368 30064009 49 1
"528" 30064009 30118583 50 1
"529" 30118583 30143707 51 1
"530" 30143707 30157559 52 1
"531" 30157559 30162007 50 1
"532" 30162007 30162535 54 1
"533" 30162535 30165211 53 1
"534" 30165211 30258944 54 1
"535" 30258944 30317648 55 1
"536" 30317648 30353687 54 1
"537" 30353687 30364629 53 1
"538" 30364629 30374868 55 1
"539" 30374868 30405460 56 1
"540" 30405460 30419456 61 1
"541" 30419456 30431560 60 1
"542" 30431560 30543026 59 1
"543" 30543026 30574158 59 1
"544" 30574158 30578618 55 1
"545" 30578618 30788889 56 1
"546" 30788889 30798436 55 1
"547" 30798436 30808141 53 1
"548" 30808141 30885210 54 1
"549" 30885210 30890587 55 1
"550" 30890587 30919378 54 1
"551" 30919378 30980786 55 1
"552" 30980786 30998579 52 1
"553" 30998579 31064203 53 1
"554" 31064203 31080612 52 1
"555" 31080612 31215364 53 1
"556" 31215364 31222316 54 1
"557" 31222316 31258259 51 1
"558" 31258259 31261037 50 1
"559" 31261037 31264978 49 1
"560" 31264978 31286796 50 1
"561" 31286796 31297519 51 1
"562" 31297519 31309717 52 1
"563" 31309717 31315191 52 1
"564" 31315191 31320651 53 1
"565" 31320651 31327011 55 1
"566" 31327011 31330844 55 1
"567" 31330844 31335379 56 1
"568" 31335379 31336439 57 1
"569" 31336439 31344952 58 1
"570" 31344952 31350566 60 1
"571" 31350566 31351513 61 1
"572" 31351513 31362224 61 1
"573" 31362224 31372509 60 1
"574" 31372509 31377743 59 1
"575" 31377743 31387330 74 1
"576" 31387330 31388559 75 1
"577" 31388559 31402148 76 1
"578" 31402148 31403711 78 1
"579" 31403711 31424889 80 1
"580" 31424889 31426815 83 1
"581" 31426815 31461438 85 1
"582" 31461438 31504963 86 1
"583" 31504963 31650749 88 1
"584" 31650749 31681014 92 1
"585" 31681014 31687659 93 1
"586" 31687659 31687958 104 1
"587" 31687958 31688111 105 1
"588" 31688111 31701981 107 1
"589" 31701981 31707971 111 1
"590" 31707971 31719450 117 1
"591" 31719450 31731208 119 1
"592" 31731208 31769025 121 1
"593" 31769025 31850657 122 1
"594" 31850657 31885859 123 1
"595" 31885859 31902418 124 1
"596" 31902418 31909072 121 1
"597" 31909072 31909124 123 1
"598" 31909124 31934343 121 1
"599" 31934343 31972756 119 1
"600" 31972756 31973440 121 1
"601" 31973440 31987662 122 1
"602" 31987662 31990783 119 1
"603" 31990783 32007672 114 1
"604" 32007672 32012957 110 1
"605" 32012957 32015974 107 1
"606" 32015974 32017993 108 1
"607" 32017993 32022031 107 1
"608" 32022031 32038716 92 1
"609" 32038716 32038787 87 1
"610" 32038787 32047632 84 1
"611" 32047632 32048052 80 1
"612" 32048052 32054094 79 1
"613" 32054094 32062066 80 1
"614" 32062066 32081785 78 1
"615" 32081785 32092735 77 1
"616" 32092735 32125943 74 1
"617" 32125943 32135773 73 1
"618" 32135773 32139635 72 1
"619" 32139635 32142354 70 1
"620" 32142354 32146764 67 1
"621" 32146764 32155911 60 1
"622" 32155911 32156940 59 1
"623" 32156940 32158374 58 1
"624" 32158374 32160918 57 1
"625" 32160918 32165059 54 1
"626" 32165059 32278308 53 1
"627" 32278308 32280610 51 1
"628" 32280610 32290078 50 1
"629" 32290078 32342268 49 1
"630" 32342268 32689857 48 1
"631" 32689857 32711360 49 1
"632" 32711360 32756439 48 1
"633" 32756439 32975903 47 1
"634" 32975903 33032412 48 1
"635" 33032412 33068754 50 1
"636" 33068754 33134774 49 1
"637" 33134774 33170413 50 1
"638" 33170413 33225668 48 1
"639" 33225668 33324136 47 1
"640" 33324136 33460871 48 1
"641" 33460871 33472942 47 1
"642" 33472942 33641256 48 1
"643" 33641256 33732192 49 1
"644" 33732192 33867447 50 1
"645" 33867447 33915751 49 1
"646" 33915751 33947467 47 1
"647" 33947467 33987778 45 1
"648" 33987778 34019467 44 1
"649" 34019467 34029462 43 1
"650" 34029462 34068364 42 1
"651" 34068364 34150551 43 1
"652" 34150551 34151260 45 1
"653" 34151260 34221810 44 1
"654" 34221810 34248836 42 1
"655" 34248836 34363830 43 1
"656" 34363830 34387864 44 1
"657" 34387864 34396256 43 1
"658" 34396256 34398141 44 1
"659" 34398141 34477893 43 1
"660" 34477893 34616045 45 1
"661" 34616045 34790866 44 1
"662" 34790866 34797348 45 1
"663" 34797348 34900172 48 1
"664" 34900172 34902910 51 1
"665" 34902910 34997944 52 1
"666" 34997944 35118140 53 1
"667" 35118140 35257416 52 1
"668" 35257416 35317472 51 1
"669" 35317472 35378934 47 1
"670" 35378934 35968899 19 1
"671" 35968899 36585077 17 1
"672" 36585077 36858680 43 1
"673" 36858680 37019556 42 1
"674" 37019556 37058354 44 1
"675" 37058354 37136762 45 1
"676" 37136762 37324935 46 1
"677" 37324935 37326083 47 1
"678" 37326083 37402001 48 1
"679" 37402001 37419841 49 1
"680" 37419841 37430810 50 1
"681" 37430810 37488337 49 1
"682" 37488337 37606291 50 1
"683" 37606291 37765920 49 1
"684" 37765920 37782874 50 1
"685" 37782874 37824508 51 1
"686" 37824508 37892154 53 1
"687" 37892154 37892624 54 1
"688" 37892624 37902331 55 1
"689" 37902331 38028374 57 1
"690" 38028374 38144268 58 1
"691" 38144268 38345896 59 1
"692" 38345896 38388708 60 1
"693" 38388708 38453576 61 1
"694" 38453576 38463504 60 1
"695" 38463504 38465315 59 1
"696" 38465315 38469500 57 1
"697" 38469500 38507495 60 1
"698" 38507495 38529500 58 1
"699" 38529500 38570853 57 1
"700" 38570853 38595864 58 1
"701" 38595864 38659743 57 1
"702" 38659743 38667704 58 1
"703" 38667704 38904931 56 1
"704" 38904931 38908461 55 1
"705" 38908461 38917810 56 1
"706" 38917810 38936977 56 1
"707" 38936977 39041234 58 1
"708" 39041234 39047119 57 1
"709" 39047119 39065974 56 1
"710" 39065974 39134880 54 1
"711" 39134880 39143056 57 1
"712" 39143056 39213604 58 1
"713" 39213604 39250964 59 1
"714" 39250964 39255293 60 1
"715" 39255293 39279324 64 1
"716" 39279324 39352083 64 1
"717" 39352083 39354602 63 1
"718" 39354602 39477635 66 1
"719" 39477635 40139553 67 1
"720" 40139553 40183922 64 1
"721" 40183922 40195563 65 1
"722" 40195563 40219280 64 1
"723" 40219280 40242315 63 1
"724" 40242315 40289812 60 1
"725" 40289812 40290597 62 1
"726" 40290597 40389420 60 1
"727" 40389420 40393195 61 1
"728" 40393195 40399734 63 1
"729" 40399734 40433771 64 1
"730" 40433771 40442552 63 1
"731" 40442552 40513710 62 1
"732" 40513710 40586438 64 1
"733" 40586438 40748755 63 1
"734" 40748755 40775229 63 1
"735" 40775229 40930624 62 1
"736" 40930624 40974799 63 1
"737" 40974799 41021976 65 1
"738" 41021976 41050952 64 1
"739" 41050952 41106774 63 1
"740" 41106774 41272533 62 1
"741" 41272533 41317020 60 1
"742" 41317020 41318440 59 1
"743" 41318440 41323882 58 1
"744" 41323882 41343608 59 1
"745" 41343608 41351613 58 1
"746" 41351613 41390175 56 1
"747" 41390175 41425864 57 1
"748" 41425864 41442786 55 1
"749" 41442786 41493111 56 1
"750" 41493111 41821779 60 1
"751" 41821779 41831047 61 1
"752" 41831047 41842350 62 1
"753" 41842350 41849735 63 1
"754" 41849735 41854357 65 1
"755" 41854357 41878988 66 1
"756" 41878988 41889513 65 1
"757" 41889513 41941726 66 1
"758" 41941726 41944183 69 1
"759" 41944183 41969327 70 1
"760" 41969327 41971212 71 1
"761" 41971212 41984658 75 1
"762" 41984658 42006005 78 1
"763" 42006005 42120011 79 1
"764" 42120011 42122117 80 1
"765" 42122117 42236004 82 1
"766" 42236004 42239717 83 1
"767" 42239717 42247715 84 1
"768" 42247715 42271163 83 1
"769" 42271163 42273653 82 1
"770" 42273653 42274690 81 1
"771" 42274690 42298324 82 1
"772" 42298324 42327814 81 1
"773" 42327814 42330585 83 1
"774" 42330585 42354233 82 1
"775" 42354233 42361102 83 1
"776" 42361102 42366988 81 1
"777" 42366988 42368704 77 1
"778" 42368704 42424594 74 1
"779" 42424594 42551252 73 1
"780" 42551252 42570803 74 1
"781" 42570803 42577444 74 1
"782" 42577444 42620154 73 1
"783" 42620154 42768969 72 1
"784" 42768969 42835396 71 1
"785" 42835396 42856160 70 1
"786" 42856160 42880516 68 1
"787" 42880516 43036700 67 1
"788" 43036700 43104952 68 1
"789" 43104952 43169007 67 1
"790" 43169007 43202636 66 1
"791" 43202636 43212111 67 1
"792" 43212111 43305753 68 1
"793" 43305753 43357803 69 1
"794" 43357803 43368150 66 1
"795" 43368150 43374498 65 1
"796" 43374498 43381026 64 1
"797" 43381026 43398085 60 1
"798" 43398085 43399686 58 1
"799" 43399686 43400352 59 1
"800" 43400352 43411831 58 1
"801" 43411831 43412259 59 1
"802" 43412259 43447091 58 1
"803" 43447091 43458250 59 1
"804" 43458250 43471182 62 1
"805" 43471182 43610910 62 1
"806" 43610910 43611230 64 1
"807" 43611230 43649508 65 1
"808" 43649508 43664218 66 1
"809" 43664218 43693532 67 1
"810" 43693532 43697968 69 1
"811" 43697968 43707556 71 1
"812" 43707556 43741713 72 1
"813" 43741713 43746448 73 1
"814" 43746448 43748051 74 1
"815" 43748051 43749755 79 1
"816" 43749755 43751977 80 1
"817" 43751977 43763086 85 1
"818" 43763086 43764084 87 1
"819" 43764084 43767138 96 1
"820" 43767138 43779564 97 1
"821" 43779564 43826312 99 1
"822" 43826312 43938801 100 1
"823" 43938801 43960479 101 1
"824" 43960479 44009033 102 1
"825" 44009033 44051834 101 1
"826" 44051834 44202991 102 1
"827" 44202991 44261195 101 1
"828" 44261195 44274699 100 1
"829" 44274699 44278722 99 1
"830" 44278722 44319373 96 1
"831" 44319373 44345292 97 1
"832" 44345292 44440146 97 1
"833" 44440146 44442521 95 1
"834" 44442521 44446651 89 1
"835" 44446651 44493795 87 1
"836" 44493795 44499242 83 1
"837" 44499242 44502163 82 1
"838" 44502163 44509551 84 1
"839" 44509551 44511409 83 1
"840" 44511409 44515696 82 1
"841" 44515696 44517409 77 1
"842" 44517409 44522274 76 1
"843" 44522274 44532939 74 1
"844" 44532939 44541996 73 1
"845" 44541996 44554457 73 1
"846" 44554457 44559401 71 1
"847" 44559401 44587132 70 1
"848" 44587132 44776360 71 1
"849" 44776360 44793760 69 1
"850" 44793760 44855891 67 1
"851" 44855891 44878549 66 1
"852" 44878549 44885123 66 1
"853" 44885123 44929865 67 1
"854" 44929865 44965723 66 1
"855" 44965723 44998464 66 1
"856" 44998464 45003255 71 1
"857" 45003255 45013415 72 1
"858" 45013415 45039205 76 1
"859" 45039205 45063606 77 1
"860" 45063606 45101478 80 1
"861" 45101478 45123135 81 1
"862" 45123135 45125356 82 1
"863" 45125356 45133561 83 1
"864" 45133561 45170012 86 1
"865" 45170012 45196770 91 1
"866" 45196770 45237119 92 1
"867" 45237119 45259295 101 1
"868" 45259295 45275551 103 1
"869" 45275551 45293518 104 1
"870" 45293518 45358527 105 1
"871" 45358527 45417184 106 1
"872" 45417184 45466927 107 1
