"StartofWindow" "EndofWindow" "coverage" "CHR"
"68" 7492120 7584814 51 1
"69" 7584814 7600905 53 1
"70" 7600905 7708733 54 1
"71" 7708733 7796641 56 1
"72" 7796641 7973170 55 1
"73" 7973170 8182535 53 1
"74" 8182535 8278899 52 1
"75" 8278899 8289660 53 1
"76" 8289660 8295130 52 1
"77" 8295130 8304607 53 1
"78" 8304607 8407287 52 1
"79" 8407287 8916517 51 1
"80" 8916517 9009406 50 1
"81" 9009406 9049032 48 1
"82" 9049032 9073801 49 1
"83" 9073801 9114091 50 1
"84" 9114091 9115700 47 1
"85" 9115700 9219383 48 1
"86" 9219383 9238553 49 1
"87" 9238553 9379693 48 1
"88" 9379693 9387311 47 1
"89" 9387311 9782556 49 1
"90" 9782556 9902900 50 1
"91" 9902900 9987007 52 1
"92" 9987007 10743363 53 1
"93" 10743363 10801989 54 1
"94" 10801989 10827135 52 1
"95" 10827135 10908412 51 1
"96" 10908412 10924710 52 1
"97" 10924710 10935232 54 1
"98" 10935232 10980998 55 1
"99" 10980998 10996382 54 1
"100" 10996382 11024395 52 1
"101" 11024395 11107439 51 1
"102" 11107439 11395283 50 1
"103" 11395283 11422737 48 1
"104" 11422737 11476203 47 1
"105" 11476203 11675059 49 1
"106" 11675059 11711589 48 1
"107" 11711589 11713166 49 1
"108" 11713166 11713563 46 1
"109" 11713563 11721854 45 1
"110" 11721854 11774956 46 1
"111" 11774956 11779499 49 1
"112" 11779499 11797186 51 1
"113" 11797186 11810973 52 1
"114" 11810973 11812127 54 1
"115" 11812127 11824133 52 1
"116" 11824133 12009955 53 1
"117" 12009955 12251808 52 1
"118" 12251808 12267999 53 1
"119" 12267999 12436431 54 1
"120" 12436431 12763781 53 1
"121" 12763781 12816316 47 1
"122" 12816316 13737240 48 1
"123" 13737240 13783354 47 1
"124" 13783354 13793207 54 1
"125" 13793207 13922799 51 1
"126" 13922799 13935667 52 1
"127" 13935667 13944568 51 1
"128" 13944568 13957405 50 1
"129" 13957405 14139196 49 1
"130" 14139196 14359780 50 1
"131" 14359780 14493845 49 1
"132" 14493845 14901191 50 1
"133" 14901191 15120526 51 1
"134" 15120526 15125699 50 1
"135" 15125699 15150914 49 1
"136" 15150914 15183309 49 1
"137" 15183309 15185229 50 1
"138" 15185229 15331802 51 1
"139" 15331802 15373378 50 1
"140" 15373378 15416326 49 1
"141" 15416326 15427117 46 1
"142" 15427117 15507952 45 1
"143" 15507952 15546077 44 1
"144" 15546077 15600085 45 1
"145" 15600085 15671483 44 1
"146" 15671483 15680451 45 1
"147" 15680451 15691540 47 1
"148" 15691540 16082127 45 1
"149" 16082127 16124438 49 1
"150" 16124438 16525549 48 1
"151" 16525549 16844848 47 1
"152" 16844848 17289911 49 1
"153" 17289911 17409017 50 1
"154" 17409017 17468135 49 1
"155" 17468135 17486722 47 1
"156" 17486722 17722363 46 1
"157" 17722363 18024794 45 1
"158" 18024794 18150330 42 1
"159" 18150330 18210508 41 1
"160" 18210508 18429575 38 1
"161" 18429575 18490551 37 1
"162" 18490551 18505196 36 1
"163" 18505196 18516989 35 1
"164" 18516989 18527213 36 1
"165" 18527213 18589620 39 1
"166" 18589620 18631175 40 1
"167" 18631175 18659641 41 1
"168" 18659641 18693245 42 1
"169" 18693245 18781486 41 1
"170" 18781486 18808292 40 1
"171" 18808292 19058929 41 1
"172" 19058929 19105580 40 1
"173" 19105580 19145099 39 1
"174" 19145099 19220748 40 1
"175" 19220748 19258723 39 1
"176" 19258723 19568972 41 1
"177" 19568972 19973564 42 1
"178" 19973564 20140340 41 1
"179" 20140340 20186581 42 1
"180" 20186581 20441633 43 1
"181" 20441633 20476391 44 1
"182" 20476391 20813488 43 1
"183" 20813488 20883203 44 1
"184" 20883203 20883422 43 1
"185" 20883422 20893965 44 1
"186" 20893965 21583311 48 1
"187" 21583311 21657162 47 1
"188" 21657162 21861656 46 1
"189" 21861656 22033705 45 1
"190" 22033705 22498103 43 1
"191" 22498103 22665400 40 1
"192" 22665400 22718261 41 1
"193" 22718261 22760900 43 1
"194" 22760900 22863680 44 1
"195" 22863680 23091273 42 1
"196" 23091273 23137761 40 1
"197" 23137761 23143338 41 1
"198" 23143338 23834486 44 1
"199" 23834486 23886935 45 1
"200" 23886935 24479274 44 1
"201" 24479274 24552835 45 1
"202" 24552835 24581493 46 1
"203" 24581493 24582304 45 1
"204" 24582304 24616294 44 1
"205" 24616294 24907415 43 1
"206" 24907415 25075801 44 1
"207" 25075801 25267922 46 1
"208" 25267922 25409607 47 1
"209" 25409607 25434242 50 1
"210" 25434242 25499030 50 1
"211" 25499030 26092248 51 1
"212" 26092248 26097731 52 1
"213" 26097731 26118299 51 1
"214" 26118299 26362194 51 1
"215" 26362194 26378002 52 1
"216" 26378002 26716136 53 1
"217" 26716136 26903570 52 1
"218" 26903570 26909666 49 1
"219" 26909666 27537101 52 1
"220" 27537101 27688633 54 1
"221" 27688633 27931698 53 1
"222" 27931698 28209305 51 1
"223" 28209305 28426001 48 1
"224" 28426001 28432549 49 1
"225" 28432549 28659696 48 1
"226" 28659696 29223377 49 1
"227" 29223377 29678592 47 1
"228" 29678592 29751247 46 1
"229" 29751247 29773040 45 1
"230" 29773040 29790682 48 1
"231" 29790682 29801368 47 1
"232" 29801368 30118583 48 1
"233" 30118583 30143707 49 1
"234" 30143707 30157559 50 1
"235" 30157559 30162535 48 1
"236" 30162535 30317648 47 1
"237" 30317648 30364629 46 1
"238" 30364629 30419456 48 1
"239" 30419456 30543026 47 1
"240" 30543026 30885210 48 1
"241" 30885210 30890587 49 1
"242" 30890587 30998579 48 1
"243" 30998579 31064203 49 1
"244" 31064203 31215364 48 1
"245" 31215364 31222316 49 1
"246" 31222316 31309717 47 1
"247" 31309717 31315191 47 1
"248" 31315191 31327011 48 1
"249" 31327011 31351513 49 1
"250" 31351513 31372509 48 1
"251" 31372509 31972756 47 1
"252" 31972756 31990783 48 1
"253" 31990783 32047632 45 1
"254" 32047632 32160918 46 1
"255" 32160918 32342268 43 1
"256" 32342268 33032412 42 1
"257" 33032412 33068754 44 1
"258" 33068754 33134774 45 1
"259" 33134774 33225668 46 1
"260" 33225668 33324136 45 1
"261" 33324136 33460871 46 1
"262" 33460871 33732192 45 1
"263" 33732192 33915751 46 1
"264" 33915751 33947467 44 1
"265" 33947467 34029462 42 1
"266" 34029462 34068364 41 1
"267" 34068364 34221810 42 1
"268" 34221810 34248836 40 1
"269" 34248836 34363830 41 1
"270" 34363830 34387864 42 1
"271" 34387864 34398141 41 1
"272" 34398141 34616045 40 1
"273" 34616045 34997944 39 1
"274" 34997944 35118140 40 1
"275" 35118140 35317472 39 1
"276" 35317472 35378934 38 1
"277" 35378934 36585077 17 1
"278" 36585077 36858680 40 1
"279" 36858680 37019556 39 1
"280" 37019556 37058354 41 1
"281" 37058354 37136762 42 1
"282" 37136762 37324935 43 1
"283" 37324935 37326083 44 1
"284" 37326083 37402001 46 1
"285" 37402001 37419841 47 1
"286" 37419841 37488337 48 1
"287" 37488337 37765920 49 1
"288" 37765920 38388708 50 1
"289" 38388708 38463504 51 1
"290" 38463504 38465315 50 1
"291" 38465315 38469500 49 1
"292" 38469500 38570853 51 1
"293" 38570853 38595864 52 1
"294" 38595864 38659743 51 1
"295" 38659743 38908461 52 1
"296" 38908461 38917810 53 1
"297" 38917810 39041234 54 1
"298" 39041234 39047119 53 1
"299" 39047119 39065974 52 1
"300" 39065974 39143056 50 1
"301" 39143056 39250964 51 1
"302" 39250964 39255293 52 1
"303" 39255293 39279324 56 1
"304" 39279324 39352083 57 1
"305" 39352083 39477635 56 1
"306" 39477635 40195563 57 1
"307" 40195563 40389420 56 1
"308" 40389420 40399734 57 1
"309" 40399734 40433771 58 1
"310" 40433771 40442552 57 1
"311" 40442552 40513710 56 1
"312" 40513710 40586438 58 1
"313" 40586438 40748755 57 1
"314" 40748755 40775229 57 1
"315" 40775229 40930624 56 1
"316" 40930624 41050952 57 1
"317" 41050952 41317020 56 1
"318" 41317020 41318440 55 1
"319" 41318440 41323882 54 1
"320" 41323882 41343608 55 1
"321" 41343608 41493111 54 1
"322" 41493111 41831047 58 1
"323" 41831047 41878988 59 1
"324" 41878988 41984658 57 1
"325" 41984658 42274690 58 1
"326" 42274690 42366988 59 1
"327" 42366988 43036700 57 1
"328" 43036700 43104952 58 1
"329" 43104952 43202636 57 1
"330" 43202636 43212111 58 1
"331" 43212111 43305753 59 1
"332" 43305753 43357803 60 1
"333" 43357803 43381026 59 1
"334" 43381026 43447091 55 1
"335" 43447091 43458250 56 1
"336" 43458250 43471182 57 1
"337" 43471182 43664218 56 1
"338" 43664218 43693532 57 1
"339" 43693532 43748051 58 1
"340" 43748051 43764084 59 1
"341" 43764084 43767138 61 1
"342" 43767138 44319373 62 1
"343" 44319373 44345292 63 1
"344" 44345292 44493795 65 1
"345" 44493795 44502163 64 1
"346" 44502163 44509551 66 1
"347" 44509551 44515696 65 1
"348" 44515696 44541996 61 1
"349" 44541996 44587132 62 1
"350" 44587132 44878549 63 1
"351" 44878549 44998464 64 1
"352" 44998464 45013415 69 1
"353" 45013415 45039205 73 1
"354" 45039205 45063606 74 1
"355" 45063606 45170012 75 1
"356" 45170012 45196770 75 1
"357" 45196770 45237119 76 1
"358" 45237119 45259295 77 1
"359" 45259295 45466927 78 1
"360" 45466927 45791154 79 1
"361" 45791154 46024701 81 1
"362" 46024701 46248645 80 1
"363" 46248645 46635209 78 1
"364" 46635209 46830430 76 1
"365" 46830430 46865671 75 1
"366" 46865671 46897698 71 1
"367" 46897698 46902461 67 1
"368" 46902461 46928349 66 1
"369" 46928349 46954587 65 1
"370" 46954587 46975773 64 1
"371" 46975773 46982455 63 1
"372" 46982455 47219823 63 1
"373" 47219823 47682017 61 1
"374" 47682017 47703400 62 1
"375" 47703400 47726087 61 1
"376" 47726087 47844464 63 1
"377" 47844464 48063350 62 1
"378" 48063350 48098406 61 1
"379" 48098406 48106092 62 1
"380" 48106092 48216886 63 1
"381" 48216886 48240005 62 1
"382" 48240005 48257485 63 1
"383" 48257485 48262619 62 1
"384" 48262619 48457543 61 1
"385" 48457543 48520777 58 1
"386" 48520777 48966113 57 1
"387" 48966113 48974933 58 1
"388" 48974933 49001780 58 1
"389" 49001780 49036512 59 1
"390" 49036512 49043429 60 1
"391" 49043429 49056695 61 1
"392" 49056695 49059615 62 1
"393" 49059615 49076656 61 1
"394" 49076656 49089197 62 1
"395" 49089197 49113622 64 1
"396" 49113622 49126778 66 1
"397" 49126778 49145514 65 1
"398" 49145514 49151886 68 1
"399" 49151886 49165860 69 1
"400" 49165860 49178446 73 1
"401" 49178446 49196334 74 1
"402" 49196334 49197568 77 1
"403" 49197568 49200525 78 1
"404" 49200525 49204929 81 1
"405" 49204929 49219384 82 1
"406" 49219384 49238750 90 1
"407" 49238750 49262542 93 1
"408" 49262542 49352177 97 1
"409" 49352177 49365708 98 1
"410" 49365708 49371194 99 1
"411" 49371194 49454215 100 1
"412" 49454215 49478333 103 1
"413" 49478333 49527451 106 1
"414" 49527451 49589847 109 1
"415" 49589847 49620445 110 1
"416" 49620445 49621403 111 1
"417" 49621403 50582172 112 1
"418" 50582172 50588665 113 1
"419" 50588665 50605337 113 1
"420" 50605337 50638034 118 1
"421" 50638034 50649699 117 1
"422" 50649699 50800516 115 1
"423" 50800516 50814015 117 1
"424" 50814015 50822880 116 1
"425" 50822880 50835606 111 1
"426" 50835606 50838990 108 1
"427" 50838990 50907438 107 1
"428" 50907438 51475488 106 1
"429" 51475488 51589655 98 1
"430" 51589655 51762087 97 1
"431" 51762087 51919013 96 1
"432" 51919013 51989591 97 1
"433" 51989591 52003541 89 1
"434" 52003541 52008153 88 1
"435" 52008153 52016713 86 1
"436" 52016713 52026384 84 1
"437" 52026384 52033856 81 1
"438" 52033856 52165225 80 1
"439" 52165225 52221714 79 1
"440" 52221714 52253793 78 1
"441" 52253793 52264064 75 1
"442" 52264064 52293570 73 1
"443" 52293570 52316785 72 1
"444" 52316785 52400097 71 1
"445" 52400097 52836139 69 1
"446" 52836139 53111782 64 1
"447" 53111782 53114736 63 1
"448" 53114736 53159824 61 1
"449" 53159824 53161620 60 1
"450" 53161620 53340824 58 1
"451" 53340824 53537266 57 1
"452" 53537266 53581670 56 1
"453" 53581670 53590630 55 1
"454" 53590630 53608425 56 1
"455" 53608425 53644967 52 1
"456" 53644967 53924150 54 1
"457" 53924150 53934091 55 1
"458" 53934091 53936383 54 1
"459" 53936383 54024808 56 1
"460" 54024808 54072471 57 1
"461" 54072471 54196929 56 1
"462" 54196929 54368253 58 1
"463" 54368253 54660515 57 1
"464" 54660515 54718770 56 1
"465" 54718770 54745567 57 1
"466" 54745567 54770909 56 1
"467" 54770909 54883003 55 1
"468" 54883003 55014492 54 1
"469" 55014492 55033869 53 1
"470" 55033869 55085141 52 1
"471" 55085141 55387637 53 1
"472" 55387637 55472365 52 1
"473" 55472365 55477635 51 1
"474" 55477635 55517344 52 1
"475" 55517344 55737455 50 1
"476" 55737455 55852987 49 1
"477" 55852987 55952835 50 1
"478" 55952835 56288116 49 1
"479" 56288116 56799648 48 1
"480" 56799648 56814694 49 1
"481" 56814694 56856989 50 1
"482" 56856989 56885111 52 1
"483" 56885111 57042335 51 1
"484" 57042335 57178926 52 1
"485" 57178926 57278215 53 1
"486" 57278215 57309227 60 1
"487" 57309227 57359928 58 1
"488" 57359928 57483505 59 1
"489" 57483505 57525481 58 1
"490" 57525481 57540909 59 1
"491" 57540909 57572121 58 1
"492" 57572121 57623047 59 1
"493" 57623047 57683417 61 1
"494" 57683417 57757524 60 1
"495" 57757524 57782629 59 1
"496" 57782629 57850914 58 1
"497" 57850914 57933076 59 1
"498" 57933076 58086486 61 1
"499" 58086486 58162855 62 1
"500" 58162855 58192889 64 1
"501" 58192889 58707111 63 1
"502" 58707111 58834026 62 1
"503" 58834026 58915024 63 1
"504" 58915024 58918699 65 1
"505" 58918699 58919090 66 1
"506" 58919090 59342968 65 1
"507" 59342968 59347149 64 1
"508" 59347149 59435778 66 1
"509" 59435778 59464697 67 1
"510" 59464697 59474027 70 1
"511" 59474027 59489803 69 1
"512" 59489803 59544435 68 1
"513" 59544435 59588984 66 1
"514" 59588984 59715273 67 1
"515" 59715273 59743914 66 1
"516" 59743914 59924256 65 1
"517" 59924256 60224206 64 1
"518" 60224206 60466814 66 1
"519" 60466814 60762564 65 1
"520" 60762564 60869362 63 1
"521" 60869362 60888482 61 1
"522" 60888482 61133462 60 1
"523" 61133462 61337677 60 1
"524" 61337677 61364921 61 1
"525" 61364921 61368955 60 1
"526" 61368955 61377247 61 1
"527" 61377247 61384107 62 1
"528" 61384107 61674963 60 1
"529" 61674963 61859802 59 1
"530" 61859802 61880714 61 1
"531" 61880714 61895257 60 1
"532" 61895257 62003946 61 1
"533" 62003946 62102307 60 1
"534" 62102307 62249367 64 1
"535" 62249367 62379774 65 1
"536" 62379774 62380658 66 1
"537" 62380658 62534938 65 1
"538" 62534938 62627675 66 1
"539" 62627675 62818217 65 1
"540" 62818217 62820001 66 1
"541" 62820001 62836976 67 1
"542" 62836976 62843575 68 1
"543" 62843575 63199272 68 1
"544" 63199272 63231401 67 1
"545" 63231401 63296271 66 1
"546" 63296271 63460850 67 1
"547" 63460850 63503606 66 1
"548" 63503606 63596457 64 1
"549" 63596457 63638791 65 1
"550" 63638791 63780407 64 1
"551" 63780407 63991267 65 1
"552" 63991267 64217123 64 1
"553" 64217123 64265539 63 1
"554" 64265539 64534922 62 1
"555" 64534922 64542800 58 1
"556" 64542800 64615775 57 1
"557" 64615775 64665046 60 1
"558" 64665046 64677055 58 1
"559" 64677055 64925123 56 1
"560" 64925123 64941609 55 1
"561" 64941609 65008206 56 1
"562" 65008206 65013586 57 1
"563" 65013586 65041861 58 1
"564" 65041861 65170405 60 1
"565" 65170405 65421058 59 1
"566" 65421058 65427476 60 1
"567" 65427476 65681543 59 1
"568" 65681543 66179064 58 1
"569" 66179064 66211916 59 1
"570" 66211916 66257416 61 1
"571" 66257416 66392405 60 1
"572" 66392405 66802591 58 1
"573" 66802591 67257871 57 1
"574" 67257871 67306616 58 1
"575" 67306616 67611613 59 1
"576" 67611613 67725120 57 1
"577" 67725120 67730628 56 1
"578" 67730628 67777021 55 1
"579" 67777021 68051868 54 1
"580" 68051868 68115186 55 1
"581" 68115186 68152363 53 1
"582" 68152363 68161789 52 1
"583" 68161789 68343642 51 1
"584" 68343642 68658961 52 1
"585" 68658961 68748015 53 1
"586" 68748015 68792113 52 1
"587" 68792113 68839242 51 1
"588" 68839242 68849687 50 1
"589" 68849687 69267189 49 1
"590" 69267189 69278274 50 1
"591" 69278274 69914861 51 1
"592" 69914861 69920839 53 1
"593" 69920839 70038818 52 1
"594" 70038818 70297993 53 1
"595" 70297993 71103392 52 1
"596" 71103392 71391646 53 1
"597" 71391646 71996090 52 1
"598" 71996090 72034921 51 1
"599" 72034921 72271300 52 1
"600" 72271300 72288021 53 1
"601" 72288021 72289671 54 1
"602" 72289671 72388052 55 1
"603" 72388052 72492583 56 1
"604" 72492583 72499912 57 1
"605" 72499912 72509490 59 1
"606" 72509490 72553991 65 1
"607" 72553991 72571364 66 1
"608" 72571364 72595125 65 1
"609" 72595125 72629795 67 1
"610" 72629795 72729142 68 1
"611" 72729142 73230347 69 1
"612" 73230347 73492303 68 1
"613" 73492303 73552927 69 1
"614" 73552927 73714714 70 1
"615" 73714714 74129905 69 1
"616" 74129905 74145595 68 1
"617" 74145595 74170796 61 1
"618" 74170796 74174778 60 1
"619" 74174778 74225534 61 1
"620" 74225534 74264228 59 1
"621" 74264228 74321238 59 1
"622" 74321238 74345462 57 1
"623" 74345462 74464107 58 1
"624" 74464107 74518464 59 1
"625" 74518464 74560411 60 1
"626" 74560411 74678285 61 1
"627" 74678285 74710450 62 1
"628" 74710450 74857855 62 1
"629" 74857855 74943465 62 1
"630" 74943465 74961817 60 1
"631" 74961817 75018421 59 1
"632" 75018421 75158118 63 1
"633" 75158118 75175188 62 1
"634" 75175188 76469334 61 1
"635" 76469334 76552475 60 1
"636" 76552475 76586272 59 1
"637" 76586272 76608018 59 1
"638" 76608018 76608777 60 1
"639" 76608777 76626260 62 1
"640" 76626260 76876498 63 1
"641" 76876498 76975437 64 1
"642" 76975437 77085067 65 1
"643" 77085067 77265060 66 1
"644" 77265060 77291022 64 1
"645" 77291022 77550431 65 1
"646" 77550431 77850800 66 1
"647" 77850800 77896934 67 1
"648" 77896934 78400540 66 1
"649" 78400540 78714497 67 1
"650" 78714497 78999088 65 1
"651" 78999088 79019357 64 1
"652" 79019357 79093818 63 1
"653" 79093818 79123094 62 1
"654" 79123094 79227956 63 1
"655" 79227956 79419229 61 1
"656" 79419229 79490302 60 1
"657" 79490302 79550278 62 1
"658" 79550278 80072305 61 1
"659" 80072305 80341071 62 1
"660" 80341071 80477880 61 1
"661" 80477880 81160673 62 1
"662" 81160673 81376282 60 1
"663" 81376282 81846293 57 1
"664" 81846293 82059198 60 1
"665" 82059198 82102924 59 1
"666" 82102924 82173048 58 1
"667" 82173048 82571186 57 1
"668" 82571186 82852017 56 1
"669" 82852017 82899747 55 1
"670" 82899747 82965451 54 1
"671" 82965451 83063455 52 1
"672" 83063455 83253132 53 1
"673" 83253132 83289913 54 1
"674" 83289913 83461181 53 1
"675" 83461181 83701728 52 1
"676" 83701728 83834902 53 1
"677" 83834902 83961895 55 1
"678" 83961895 83971065 54 1
"679" 83971065 83978214 52 1
"680" 83978214 84016320 53 1
"681" 84016320 84149799 55 1
"682" 84149799 84580593 56 1
"683" 84580593 84682179 59 1
"684" 84682179 84720776 60 1
"685" 84720776 84732963 61 1
"686" 84732963 84746845 62 1
"687" 84746845 84856784 60 1
"688" 84856784 84926750 59 1
"689" 84926750 85290827 63 1
"690" 85290827 85328096 65 1
"691" 85328096 85346891 65 1
"692" 85346891 85350658 64 1
"693" 85350658 85392616 62 1
"694" 85392616 85420044 63 1
"695" 85420044 85569106 64 1
"696" 85569106 85682261 66 1
"697" 85682261 85765798 67 1
"698" 85765798 85942879 69 1
"699" 85942879 86010248 70 1
"700" 86010248 86272858 71 1
"701" 86272858 86439443 70 1
"702" 86439443 86487914 69 1
"703" 86487914 86736880 68 1
"704" 86736880 86936247 67 1
"705" 86936247 87015179 66 1
"706" 87015179 87115922 65 1
"707" 87115922 87587849 64 1
"708" 87587849 87595088 65 1
"709" 87595088 87681151 66 1
"710" 87681151 87769531 67 1
"711" 87769531 87803200 66 1
"712" 87803200 87825484 62 1
"713" 87825484 87862181 61 1
"714" 87862181 87877226 60 1
"715" 87877226 88041999 58 1
"716" 88041999 88043045 59 1
"717" 88043045 88239954 60 1
"718" 88239954 88657007 61 1
"719" 88657007 88668577 62 1
"720" 88668577 88864082 61 1
"721" 88864082 90022796 62 1
"722" 90022796 90068275 64 1
"723" 90068275 90227649 65 1
"724" 90227649 90265971 67 1
"725" 90265971 90493026 68 1
"726" 90493026 90532766 67 1
"727" 90532766 90535344 64 1
"728" 90535344 90601373 62 1
"729" 90601373 90652231 61 1
"730" 90652231 90658051 59 1
"731" 90658051 91090125 58 1
"732" 91090125 91209986 60 1
"733" 91209986 91212216 61 1
"734" 91212216 91223871 60 1
"735" 91223871 91536485 63 1
"736" 91536485 91658920 64 1
"737" 91658920 91887372 63 1
"738" 91887372 92040543 61 1
"739" 92040543 92076523 60 1
"740" 92076523 92129685 61 1
"741" 92129685 92195601 62 1
"742" 92195601 92215089 60 1
"743" 92215089 92313638 61 1
"744" 92313638 92425621 60 1
"745" 92425621 92512379 61 1
"746" 92512379 92808334 60 1
"747" 92808334 93368309 61 1
"748" 93368309 93439821 63 1
"749" 93439821 93466960 64 1
"750" 93466960 93584606 63 1
"751" 93584606 93716974 62 1
"752" 93716974 94044597 61 1
"753" 94044597 94185344 63 1
"754" 94185344 94194707 62 1
"755" 94194707 94450131 61 1
"756" 94450131 94478573 62 1
"757" 94478573 94487354 61 1
"758" 94487354 94504545 62 1
"759" 94504545 94532562 63 1
"760" 94532562 94560938 62 1
"761" 94560938 94570016 61 1
"762" 94570016 95002211 63 1
"763" 95002211 95294370 64 1
"764" 95294370 95358096 67 1
"765" 95358096 95445468 65 1
"766" 95445468 95828652 64 1
"767" 95828652 95850648 64 1
"768" 95850648 95966161 63 1
"769" 95966161 95973030 64 1
"770" 95973030 96148182 65 1
"771" 96148182 96481556 66 1
"772" 96481556 96890636 65 1
"773" 96890636 97086056 66 1
"774" 97086056 97365977 64 1
"775" 97365977 97682026 63 1
"776" 97682026 97721392 62 1
"777" 97721392 97727083 60 1
"778" 97727083 97783406 61 1
"779" 97783406 97991219 60 1
"780" 97991219 97992465 62 1
"781" 97992465 98564736 61 1
"782" 98564736 98778347 59 1
"783" 98778347 98863760 58 1
"784" 98863760 98914478 59 1
"785" 98914478 98964498 60 1
"786" 98964498 99398580 57 1
"787" 99398580 99415713 56 1
"788" 99415713 99762659 57 1
"789" 99762659 100111956 58 1
"790" 100111956 100152443 57 1
"791" 100152443 100796296 56 1
"792" 100796296 100800905 55 1
"793" 100800905 100853755 56 1
"794" 100853755 101202354 55 1
"795" 101202354 101215995 54 1
"796" 101215995 101338482 55 1
"797" 101338482 101690270 54 1
"798" 101690270 101732641 53 1
"799" 101732641 101733861 52 1
"800" 101733861 102033539 53 1
"801" 102033539 102184478 55 1
"802" 102184478 102285489 53 1
"803" 102285489 102386104 52 1
"804" 102386104 102393844 53 1
"805" 102393844 102404247 52 1
"806" 102404247 102427608 51 1
"807" 102427608 102562640 53 1
"808" 102562640 102691723 54 1
"809" 102691723 102694690 55 1
"810" 102694690 102717010 56 1
"811" 102717010 102760382 57 1
"812" 102760382 102826835 59 1
"813" 102826835 102934974 60 1
"814" 102934974 102969517 61 1
"815" 102969517 103047426 62 1
"816" 103047426 103188273 63 1
"817" 103188273 103352451 64 1
"818" 103352451 103554293 65 1
"819" 103554293 103761463 66 1
"820" 103761463 103916755 68 1
"821" 103916755 104125556 69 1
"822" 104125556 104383975 68 1
"823" 104383975 104561488 67 1
"824" 104561488 104576359 66 1
"825" 104576359 104789235 65 1
"826" 104789235 104807341 64 1
"827" 104807341 104825576 63 1
"828" 104825576 104837082 62 1
"829" 104837082 104851938 61 1
"830" 104851938 104911326 60 1
"831" 104911326 104978179 59 1
"832" 104978179 104980964 58 1
"833" 104980964 104993773 58 1
"834" 104993773 105057760 59 1
"835" 105057760 105219763 58 1
"836" 105219763 105234637 60 1
"837" 105234637 105292212 61 1
"838" 105292212 105312623 60 1
"839" 105312623 105720186 59 1
"840" 105720186 106135739 58 1
"841" 106135739 106286316 59 1
"842" 106286316 106461662 56 1
"843" 106461662 106769130 57 1
"844" 106769130 106770076 56 1
"845" 106770076 106770110 54 1
"846" 106770110 106866722 52 1
"847" 106866722 107494264 51 1
"848" 107494264 107697660 52 1
"849" 107697660 107919425 51 1
"850" 107919425 107930365 50 1
"851" 107930365 107931160 51 1
"852" 107931160 107989289 50 1
"853" 107989289 108016292 51 1
"854" 108016292 108018552 49 1
"855" 108018552 108024868 48 1
"856" 108024868 108045438 47 1
"857" 108045438 108070435 49 1
"858" 108070435 108329926 50 1
"859" 108329926 108436557 49 1
"860" 108436557 108524089 50 1
"861" 108524089 108525730 51 1
"862" 108525730 108744934 50 1
"863" 108744934 108756690 51 1
"864" 108756690 109133839 50 1
"865" 109133839 109270402 51 1
"866" 109270402 110195864 52 1
"867" 110195864 110195944 53 1
"868" 110195944 110268828 52 1
"869" 110268828 110279701 54 1
"870" 110279701 110300441 53 1
"871" 110300441 110335680 51 1
"872" 110335680 110359882 51 1
